model,kt,ka,st_coeff,sa_coeff,n,flow_out_reach,stream_depth,geom,icalc,elev,flow_diff,depth_diff,flow_perc_err,depth_perc_err,combined_perc_err
M3266,1e-05,5.5e-06,-0.5,0.25,0.03,0.0055249,0.01929,2SEG,1,LIDAR,0.0134751,0.18071,0.7092157894736842,0.90355,0.8063828947368421
M3267,1e-05,5.5e-06,-0.5,0.25,0.035,0.0055179,0.02114,2SEG,1,LIDAR,0.0134821,0.17886000000000002,0.7095842105263158,0.8943000000000001,0.8019421052631579
M3268,1e-05,5.5e-06,-0.5,0.25,0.04,0.0055113,0.02289,2SEG,1,LIDAR,0.0134887,0.17711000000000002,0.7099315789473684,0.8855500000000001,0.7977407894736842
M3269,1e-05,5.5e-06,-0.5,0.25,0.05,0.005499,0.02613,2SEG,1,LIDAR,0.013500999999999999,0.17387000000000002,0.710578947368421,0.8693500000000001,0.7899644736842105
M3270,1e-05,5.5e-06,-0.5,0.25,0.08,0.0054672,0.03452,2SEG,1,LIDAR,0.0135328,0.16548000000000002,0.7122526315789474,0.8274,0.7698263157894737
M3271,1e-05,5.5e-06,-0.5,0.5,0.03,0.0055278,0.01826,2SEG,1,LIDAR,0.0134722,0.18174,0.7090631578947368,0.9087000000000001,0.8088815789473685
M3272,1e-05,5.5e-06,-0.5,0.5,0.035,0.0055211,0.02002,2SEG,1,LIDAR,0.013478899999999999,0.17998,0.7094157894736841,0.8998999999999999,0.804657894736842
M3273,1e-05,5.5e-06,-0.5,0.5,0.04,0.0055147,0.02168,2SEG,1,LIDAR,0.013485299999999999,0.17832,0.7097526315789473,0.8916,0.8006763157894736
M3274,1e-05,5.5e-06,-0.5,0.5,0.05,0.0055029,0.02475,2SEG,1,LIDAR,0.0134971,0.17525000000000002,0.7103736842105263,0.8762500000000001,0.7933118421052632
M3275,1e-05,5.5e-06,-0.5,0.5,0.08,0.0054723,0.0327,2SEG,1,LIDAR,0.0135277,0.1673,0.7119842105263158,0.8365,0.7742421052631578
M3276,1e-05,5.5e-06,-0.25,-0.5,0.03,0.00551,0.02535,2SEG,1,LIDAR,0.013489999999999999,0.17465,0.71,0.87325,0.791625
M3277,1e-05,5.5e-06,-0.25,-0.5,0.035,0.0055016,0.02778,2SEG,1,LIDAR,0.0134984,0.17222,0.710442105263158,0.8611,0.785771052631579
