model,kt,ka,st_coeff,sa_coeff,n,flow_out_reach,stream_depth,geom,icalc,elev,flow_diff,depth_diff,flow_perc_err,depth_perc_err,combined_perc_err
M9720,1e-05,1e-05,0.25,0.25,0.05,0.014156,0.07039,nSEG,1,LIDAR,0.004843999999999999,0.12961,0.2549473684210526,0.64805,0.4514986842105263
M9721,1e-05,1e-05,0.25,0.5,0.02,0.014292,0.03868,nSEG,1,LIDAR,0.004708,0.16132000000000002,0.24778947368421056,0.8066000000000001,0.5271947368421053
M9722,1e-05,1e-05,0.25,0.5,0.03,0.014246,0.04924,nSEG,1,LIDAR,0.0047539999999999995,0.15076,0.25021052631578944,0.7538,0.5020052631578947
M9723,1e-05,1e-05,0.25,0.5,0.035,0.014226,0.05396,nSEG,1,LIDAR,0.004773999999999999,0.14604,0.2512631578947368,0.7302,0.4907315789473684
M9724,1e-05,1e-05,0.25,0.5,0.04,0.014207,0.05842,nSEG,1,LIDAR,0.004793,0.14158,0.25226315789473686,0.7079,0.4800815789473684
M9725,1e-05,1e-05,0.25,0.5,0.05,0.014171,0.06669,nSEG,1,LIDAR,0.004829,0.13331,0.2541578947368421,0.66655,0.46035394736842106
M9726,1e-05,1e-05,0.5,-0.5,0.02,0.014232,0.05364,nSEG,1,LIDAR,0.004768,0.14636000000000002,0.25094736842105264,0.7318,0.4913736842105263
M9727,1e-05,1e-05,0.5,-0.5,0.03,0.01417,0.06824,nSEG,1,LIDAR,0.004829999999999999,0.13176000000000002,0.25421052631578944,0.6588,0.45650526315789475
M9728,1e-05,1e-05,0.5,-0.5,0.035,0.014142,0.07477,nSEG,1,LIDAR,0.0048579999999999995,0.12523,0.2556842105263158,0.62615,0.44091710526315786
M9729,1e-05,1e-05,0.5,-0.5,0.04,0.014116,0.08091,nSEG,1,LIDAR,0.0048839999999999995,0.11909000000000002,0.25705263157894737,0.59545,0.42625131578947373
M9730,1e-05,1e-05,0.5,-0.5,0.05,0.014068,0.09232,nSEG,1,LIDAR,0.004931999999999999,0.10768000000000001,0.259578947368421,0.5384,0.3989894736842105
M9731,1e-05,1e-05,0.5,-0.25,0.02,0.014256,0.04755,nSEG,1,LIDAR,0.004744,0.15245,0.2496842105263158,0.76225,0.5059671052631579
M9732,1e-05,1e-05,0.5,-0.25,0.03,0.014201,0.06051,nSEG,1,LIDAR,0.0047989999999999994,0.13949,0.252578947368421,0.69745,0.4750144736842105
M9733,1e-05,1e-05,0.5,-0.25,0.035,0.014177,0.0663,nSEG,1,LIDAR,0.004822999999999999,0.1337,0.25384210526315787,0.6685,0.4611710526315789
M9734,1e-05,1e-05,0.5,-0.25,0.04,0.014153,0.07176,nSEG,1,LIDAR,0.004846999999999999,0.12824000000000002,0.25510526315789467,0.6412000000000001,0.44815263157894736
M9735,1e-05,1e-05,0.5,-0.25,0.05,0.01411,0.08189,nSEG,1,LIDAR,0.00489,0.11811,0.2573684210526316,0.59055,0.4239592105263158
M9736,1e-05,1e-05,0.5,0.0,0.02,0.014272,0.04365,nSEG,1,LIDAR,0.0047279999999999996,0.15635000000000002,0.24884210526315786,0.7817500000000001,0.515296052631579
M9737,1e-05,1e-05,0.5,0.0,0.03,0.014221,0.05555,nSEG,1,LIDAR,0.004779,0.14445000000000002,0.2515263157894737,0.7222500000000001,0.4868881578947369
M9738,1e-05,1e-05,0.5,0.0,0.035,0.014199,0.06087,nSEG,1,LIDAR,0.004801,0.13913,0.2526842105263158,0.69565,0.47416710526315786
M9739,1e-05,1e-05,0.5,0.0,0.04,0.014177,0.06589,nSEG,1,LIDAR,0.004822999999999999,0.13411,0.25384210526315787,0.67055,0.4621960526315789
M9740,1e-05,1e-05,0.5,0.0,0.05,0.014137,0.07521,nSEG,1,LIDAR,0.004862999999999999,0.12479000000000001,0.2559473684210526,0.62395,0.4399486842105263
M9741,1e-05,1e-05,0.5,0.25,0.02,0.014283,0.04084,nSEG,1,LIDAR,0.004716999999999999,0.15916000000000002,0.2482631578947368,0.7958000000000001,0.5220315789473684
M9742,1e-05,1e-05,0.5,0.25,0.03,0.014236,0.05198,nSEG,1,LIDAR,0.004763999999999999,0.14802,0.2507368421052631,0.7401,0.49541842105263156
M9743,1e-05,1e-05,0.5,0.25,0.035,0.014215,0.05697,nSEG,1,LIDAR,0.004784999999999999,0.14303000000000002,0.25184210526315787,0.7151500000000001,0.48349605263157897
M9744,1e-05,1e-05,0.5,0.25,0.04,0.014194,0.06167,nSEG,1,LIDAR,0.0048059999999999995,0.13833,0.2529473684210526,0.69165,0.4722986842105263
M9745,1e-05,1e-05,0.5,0.25,0.05,0.014157,0.07039,nSEG,1,LIDAR,0.004843,0.12961,0.2548947368421053,0.64805,0.45147236842105265
M9746,1e-05,1e-05,0.5,0.5,0.02,0.014292,0.03868,nSEG,1,LIDAR,0.004708,0.16132000000000002,0.24778947368421056,0.8066000000000001,0.5271947368421053
M9747,1e-05,1e-05,0.5,0.5,0.03,0.014247,0.04924,nSEG,1,LIDAR,0.004753,0.15076,0.25015789473684213,0.7538,0.5019789473684211
M9748,1e-05,1e-05,0.5,0.5,0.035,0.014227,0.05397,nSEG,1,LIDAR,0.0047729999999999995,0.14603000000000002,0.25121052631578944,0.7301500000000001,0.49068026315789476
M9749,1e-05,1e-05,0.5,0.5,0.04,0.014208,0.05842,nSEG,1,LIDAR,0.004791999999999999,0.14158,0.25221052631578944,0.7079,0.4800552631578947
M9750,1e-05,1e-05,0.5,0.5,0.05,0.014172,0.06669,nSEG,1,LIDAR,0.004827999999999999,0.13331,0.25410526315789467,0.66655,0.4603276315789473
M9751,1e-05,5.5e-05,-0.5,-0.5,0.02,0.051688,0.1163,nSEG,1,LIDAR,-0.032687999999999995,0.08370000000000001,1.7204210526315786,0.41850000000000004,1.0694605263157893
M9752,1e-05,5.5e-05,-0.5,-0.5,0.03,0.051418,0.1479,nSEG,1,LIDAR,-0.032418,0.05210000000000001,1.7062105263157896,0.2605,0.9833552631578948
M9753,1e-05,5.5e-05,-0.5,-0.5,0.035,0.051295,0.162,nSEG,1,LIDAR,-0.032295000000000004,0.038000000000000006,1.6997368421052634,0.19000000000000003,0.9448684210526317
M9754,1e-05,5.5e-05,-0.5,-0.5,0.04,0.051177,0.1752,nSEG,1,LIDAR,-0.032177,0.024800000000000016,1.6935263157894735,0.12400000000000008,0.9087631578947368
M9755,1e-05,5.5e-05,-0.5,-0.5,0.05,0.050954,0.1998,nSEG,1,LIDAR,-0.031953999999999996,0.00020000000000000573,1.6817894736842103,0.0010000000000000286,0.8413947368421052
M9756,1e-05,5.5e-05,-0.5,-0.25,0.02,0.051796,0.1031,nSEG,1,LIDAR,-0.032796000000000006,0.09690000000000001,1.726105263157895,0.48450000000000004,1.1053026315789476
M9757,1e-05,5.5e-05,-0.5,-0.25,0.03,0.051561,0.1312,nSEG,1,LIDAR,-0.03256100000000001,0.0688,1.7137368421052634,0.344,1.0288684210526318
M9758,1e-05,5.5e-05,-0.5,-0.25,0.035,0.051453,0.1437,nSEG,1,LIDAR,-0.032452999999999996,0.05630000000000002,1.7080526315789473,0.2815000000000001,0.9947763157894737
M9759,1e-05,5.5e-05,-0.5,-0.25,0.04,0.05135,0.1555,nSEG,1,LIDAR,-0.032350000000000004,0.04450000000000001,1.7026315789473687,0.22250000000000006,0.9625657894736844
M9760,1e-05,5.5e-05,-0.5,-0.25,0.05,0.051156,0.1774,nSEG,1,LIDAR,-0.032156000000000004,0.02260000000000001,1.6924210526315793,0.11300000000000004,0.9027105263157896
M9761,1e-05,5.5e-05,-0.5,0.0,0.02,0.051864,0.09465,nSEG,1,LIDAR,-0.032864000000000004,0.10535000000000001,1.7296842105263162,0.52675,1.128217105263158
M9762,1e-05,5.5e-05,-0.5,0.0,0.03,0.051651,0.1204,nSEG,1,LIDAR,-0.032651,0.07960000000000002,1.7184736842105264,0.3980000000000001,1.0582368421052633
M9763,1e-05,5.5e-05,-0.5,0.0,0.035,0.051553,0.132,nSEG,1,LIDAR,-0.032553,0.068,1.7133157894736841,0.34,1.026657894736842
M9764,1e-05,5.5e-05,-0.5,0.0,0.04,0.051459,0.1428,nSEG,1,LIDAR,-0.032459,0.0572,1.7083684210526318,0.286,0.9971842105263159
M9765,1e-05,5.5e-05,-0.5,0.0,0.05,0.051283,0.1629,nSEG,1,LIDAR,-0.032283000000000006,0.03710000000000002,1.6991052631578951,0.1855000000000001,0.9423026315789476
M9766,1e-05,5.5e-05,-0.5,0.25,0.02,0.051913,0.08857,nSEG,1,LIDAR,-0.032913,0.11143000000000002,1.7322631578947367,0.55715,1.1447065789473685
M9767,1e-05,5.5e-05,-0.5,0.25,0.03,0.051714,0.1127,nSEG,1,LIDAR,-0.03271400000000001,0.08730000000000002,1.721789473684211,0.43650000000000005,1.0791447368421054
M9768,1e-05,5.5e-05,-0.5,0.25,0.035,0.051624,0.1235,nSEG,1,LIDAR,-0.032624,0.07650000000000001,1.7170526315789474,0.38250000000000006,1.0497763157894737
M9769,1e-05,5.5e-05,-0.5,0.25,0.04,0.051537,0.1337,nSEG,1,LIDAR,-0.032536999999999996,0.0663,1.7124736842105261,0.33149999999999996,1.0219868421052631
M9770,1e-05,5.5e-05,-0.5,0.25,0.05,0.051374,0.1525,nSEG,1,LIDAR,-0.032374,0.047500000000000014,1.7038947368421054,0.23750000000000007,0.9706973684210527
M9771,1e-05,5.5e-05,-0.5,0.5,0.02,0.05195,0.0839,nSEG,1,LIDAR,-0.03295000000000001,0.11610000000000001,1.7342105263157899,0.5805,1.157355263157895
M9772,1e-05,5.5e-05,-0.5,0.5,0.03,0.051763,0.1068,nSEG,1,LIDAR,-0.032763,0.0932,1.7243684210526316,0.466,1.0951842105263159
M9773,1e-05,5.5e-05,-0.5,0.5,0.035,0.051678,0.117,nSEG,1,LIDAR,-0.032678,0.083,1.7198947368421051,0.415,1.0674473684210526
M9774,1e-05,5.5e-05,-0.5,0.5,0.04,0.051596,0.1266,nSEG,1,LIDAR,-0.032596,0.07340000000000002,1.715578947368421,0.3670000000000001,1.0412894736842107
M9775,1e-05,5.5e-05,-0.5,0.5,0.05,0.051442,0.1445,nSEG,1,LIDAR,-0.032442,0.05550000000000002,1.7074736842105263,0.2775000000000001,0.9924868421052632
M9776,1e-05,5.5e-05,-0.25,-0.5,0.02,0.051689,0.1163,nSEG,1,LIDAR,-0.032688999999999996,0.08370000000000001,1.7204736842105262,0.41850000000000004,1.069486842105263
M9777,1e-05,5.5e-05,-0.25,-0.5,0.03,0.05142,0.1479,nSEG,1,LIDAR,-0.032420000000000004,0.05210000000000001,1.7063157894736845,0.2605,0.9834078947368422
M9778,1e-05,5.5e-05,-0.25,-0.5,0.035,0.051297,0.162,nSEG,1,LIDAR,-0.032297000000000006,0.038000000000000006,1.6998421052631583,0.19000000000000003,0.9449210526315791
M9779,1e-05,5.5e-05,-0.25,-0.5,0.04,0.051179,0.1752,nSEG,1,LIDAR,-0.032179,0.024800000000000016,1.6936315789473684,0.12400000000000008,0.9088157894736842
M9780,1e-05,5.5e-05,-0.25,-0.5,0.05,0.050956,0.1998,nSEG,1,LIDAR,-0.031956,0.00020000000000000573,1.681894736842105,0.0010000000000000286,0.8414473684210526
M9781,1e-05,5.5e-05,-0.25,-0.25,0.02,0.051797,0.1031,nSEG,1,LIDAR,-0.03279700000000001,0.09690000000000001,1.7261578947368426,0.48450000000000004,1.1053289473684214
M9782,1e-05,5.5e-05,-0.25,-0.25,0.03,0.051562,0.1312,nSEG,1,LIDAR,-0.032561999999999994,0.0688,1.7137894736842103,0.344,1.028894736842105
M9783,1e-05,5.5e-05,-0.25,-0.25,0.035,0.051455,0.1437,nSEG,1,LIDAR,-0.032455,0.05630000000000002,1.708157894736842,0.2815000000000001,0.9948289473684211
M9784,1e-05,5.5e-05,-0.25,-0.25,0.04,0.051352,0.1555,nSEG,1,LIDAR,-0.032352000000000006,0.04450000000000001,1.7027368421052635,0.22250000000000006,0.9626184210526318
M9785,1e-05,5.5e-05,-0.25,-0.25,0.05,0.051158,0.1774,nSEG,1,LIDAR,-0.032158000000000006,0.02260000000000001,1.692526315789474,0.11300000000000004,0.902763157894737
M9786,1e-05,5.5e-05,-0.25,0.0,0.02,0.051865,0.09466,nSEG,1,LIDAR,-0.032865000000000005,0.10534000000000002,1.7297368421052635,0.5267000000000001,1.1282184210526318
M9787,1e-05,5.5e-05,-0.25,0.0,0.03,0.051652,0.1204,nSEG,1,LIDAR,-0.032652,0.07960000000000002,1.7185263157894737,0.3980000000000001,1.0582631578947368
M9788,1e-05,5.5e-05,-0.25,0.0,0.035,0.051555,0.132,nSEG,1,LIDAR,-0.032555,0.068,1.713421052631579,0.34,1.0267105263157894
M9789,1e-05,5.5e-05,-0.25,0.0,0.04,0.051461,0.1428,nSEG,1,LIDAR,-0.032461000000000004,0.0572,1.7084736842105266,0.286,0.9972368421052633
M9790,1e-05,5.5e-05,-0.25,0.0,0.05,0.051285,0.1629,nSEG,1,LIDAR,-0.032284999999999994,0.03710000000000002,1.6992105263157893,0.1855000000000001,0.9423552631578946
M9791,1e-05,5.5e-05,-0.25,0.25,0.02,0.051914,0.08858,nSEG,1,LIDAR,-0.032914,0.11142,1.7323157894736843,0.5571,1.144707894736842
M9792,1e-05,5.5e-05,-0.25,0.25,0.03,0.051716,0.1127,nSEG,1,LIDAR,-0.032715999999999995,0.08730000000000002,1.7218947368421051,0.43650000000000005,1.0791973684210525
M9793,1e-05,5.5e-05,-0.25,0.25,0.035,0.051625,0.1235,nSEG,1,LIDAR,-0.032625,0.07650000000000001,1.717105263157895,0.38250000000000006,1.0498026315789475
M9794,1e-05,5.5e-05,-0.25,0.25,0.04,0.051539,0.1337,nSEG,1,LIDAR,-0.032539,0.0663,1.712578947368421,0.33149999999999996,1.0220394736842104
M9795,1e-05,5.5e-05,-0.25,0.25,0.05,0.051376,0.1525,nSEG,1,LIDAR,-0.032376,0.047500000000000014,1.7040000000000002,0.23750000000000007,0.9707500000000001
M9796,1e-05,5.5e-05,-0.25,0.5,0.02,0.051951,0.0839,nSEG,1,LIDAR,-0.032950999999999994,0.11610000000000001,1.7342631578947365,0.5805,1.1573815789473683
M9797,1e-05,5.5e-05,-0.25,0.5,0.03,0.051765,0.1068,nSEG,1,LIDAR,-0.032765,0.0932,1.7244736842105264,0.466,1.0952368421052632
M9798,1e-05,5.5e-05,-0.25,0.5,0.035,0.051679,0.117,nSEG,1,LIDAR,-0.032679,0.083,1.7199473684210527,0.415,1.0674736842105264
M9799,1e-05,5.5e-05,-0.25,0.5,0.04,0.051598,0.1267,nSEG,1,LIDAR,-0.032598,0.0733,1.715684210526316,0.3665,1.0410921052631579
M9800,1e-05,5.5e-05,-0.25,0.5,0.05,0.051444,0.1445,nSEG,1,LIDAR,-0.032444,0.05550000000000002,1.707578947368421,0.2775000000000001,0.9925394736842106
M9801,1e-05,5.5e-05,0.0,-0.5,0.02,0.051689,0.1163,nSEG,1,LIDAR,-0.032688999999999996,0.08370000000000001,1.7204736842105262,0.41850000000000004,1.069486842105263
M9802,1e-05,5.5e-05,0.0,-0.5,0.03,0.051421,0.1479,nSEG,1,LIDAR,-0.032421000000000005,0.05210000000000001,1.706368421052632,0.2605,0.983434210526316
M9803,1e-05,5.5e-05,0.0,-0.5,0.035,0.051298,0.162,nSEG,1,LIDAR,-0.03229800000000001,0.038000000000000006,1.6998947368421058,0.19000000000000003,0.9449473684210529
M9804,1e-05,5.5e-05,0.0,-0.5,0.04,0.05118,0.1753,nSEG,1,LIDAR,-0.03218,0.0247,1.693684210526316,0.1235,0.9085921052631579
M9805,1e-05,5.5e-05,0.0,-0.5,0.05,0.050957,0.1998,nSEG,1,LIDAR,-0.031957,0.00020000000000000573,1.6819473684210526,0.0010000000000000286,0.8414736842105264
M9806,1e-05,5.5e-05,0.0,-0.25,0.02,0.051798,0.1031,nSEG,1,LIDAR,-0.032797999999999994,0.09690000000000001,1.7262105263157892,0.48450000000000004,1.1053552631578947
M9807,1e-05,5.5e-05,0.0,-0.25,0.03,0.051563,0.1312,nSEG,1,LIDAR,-0.032562999999999995,0.0688,1.7138421052631576,0.344,1.0289210526315788
M9808,1e-05,5.5e-05,0.0,-0.25,0.035,0.051456,0.1437,nSEG,1,LIDAR,-0.032456,0.05630000000000002,1.7082105263157894,0.2815000000000001,0.9948552631578947
M9809,1e-05,5.5e-05,0.0,-0.25,0.04,0.051353,0.1555,nSEG,1,LIDAR,-0.03235300000000001,0.04450000000000001,1.7027894736842109,0.22250000000000006,0.9626447368421055
M9810,1e-05,5.5e-05,0.0,-0.25,0.05,0.051159,0.1774,nSEG,1,LIDAR,-0.03215900000000001,0.02260000000000001,1.6925789473684214,0.11300000000000004,0.9027894736842107
M9811,1e-05,5.5e-05,0.0,0.0,0.02,0.051866,0.09466,nSEG,1,LIDAR,-0.032866000000000006,0.10534000000000002,1.729789473684211,0.5267000000000001,1.1282447368421056
M9812,1e-05,5.5e-05,0.0,0.0,0.03,0.051653,0.1204,nSEG,1,LIDAR,-0.032653,0.07960000000000002,1.7185789473684212,0.3980000000000001,1.0582894736842106
M9813,1e-05,5.5e-05,0.0,0.0,0.035,0.051555,0.132,nSEG,1,LIDAR,-0.032555,0.068,1.713421052631579,0.34,1.0267105263157894
M9814,1e-05,5.5e-05,0.0,0.0,0.04,0.051463,0.1428,nSEG,1,LIDAR,-0.032463000000000006,0.0572,1.7085789473684214,0.286,0.9972894736842107
M9815,1e-05,5.5e-05,0.0,0.0,0.05,0.051287,0.1629,nSEG,1,LIDAR,-0.032286999999999996,0.03710000000000002,1.6993157894736841,0.1855000000000001,0.9424078947368422
M9816,1e-05,5.5e-05,0.0,0.25,0.02,0.051915,0.08858,nSEG,1,LIDAR,-0.032915,0.11142,1.7323684210526316,0.5571,1.1447342105263159
M9817,1e-05,5.5e-05,0.0,0.25,0.03,0.051717,0.1127,nSEG,1,LIDAR,-0.032716999999999996,0.08730000000000002,1.7219473684210524,0.43650000000000005,1.0792236842105263
M9818,1e-05,5.5e-05,0.0,0.25,0.035,0.051626,0.1235,nSEG,1,LIDAR,-0.032626,0.07650000000000001,1.7171578947368422,0.38250000000000006,1.0498289473684213
M9819,1e-05,5.5e-05,0.0,0.25,0.04,0.05154,0.1337,nSEG,1,LIDAR,-0.03254,0.0663,1.7126315789473685,0.33149999999999996,1.0220657894736842
M9820,1e-05,5.5e-05,0.0,0.25,0.05,0.051377,0.1525,nSEG,1,LIDAR,-0.032377,0.047500000000000014,1.7040526315789475,0.23750000000000007,0.9707763157894738
M9821,1e-05,5.5e-05,0.0,0.5,0.02,0.051952,0.0839,nSEG,1,LIDAR,-0.032951999999999995,0.11610000000000001,1.734315789473684,0.5805,1.157407894736842
M9822,1e-05,5.5e-05,0.0,0.5,0.03,0.051765,0.1068,nSEG,1,LIDAR,-0.032765,0.0932,1.7244736842105264,0.466,1.0952368421052632
M9823,1e-05,5.5e-05,0.0,0.5,0.035,0.05168,0.117,nSEG,1,LIDAR,-0.03268,0.083,1.72,0.415,1.0675
M9824,1e-05,5.5e-05,0.0,0.5,0.04,0.051599,0.1267,nSEG,1,LIDAR,-0.032599,0.0733,1.7157368421052634,0.3665,1.0411184210526316
M9825,1e-05,5.5e-05,0.0,0.5,0.05,0.051446,0.1445,nSEG,1,LIDAR,-0.032446,0.05550000000000002,1.707684210526316,0.2775000000000001,0.992592105263158
M9826,1e-05,5.5e-05,0.25,-0.5,0.02,0.05169,0.1163,nSEG,1,LIDAR,-0.03269,0.08370000000000001,1.7205263157894735,0.41850000000000004,1.0695131578947368
M9827,1e-05,5.5e-05,0.25,-0.5,0.03,0.051421,0.1479,nSEG,1,LIDAR,-0.032421000000000005,0.05210000000000001,1.706368421052632,0.2605,0.983434210526316
M9828,1e-05,5.5e-05,0.25,-0.5,0.035,0.051298,0.162,nSEG,1,LIDAR,-0.03229800000000001,0.038000000000000006,1.6998947368421058,0.19000000000000003,0.9449473684210529
M9829,1e-05,5.5e-05,0.25,-0.5,0.04,0.051181,0.1753,nSEG,1,LIDAR,-0.032181,0.0247,1.6937368421052632,0.1235,0.9086184210526316
M9830,1e-05,5.5e-05,0.25,-0.5,0.05,0.050958,0.1998,nSEG,1,LIDAR,-0.031958,0.00020000000000000573,1.6820000000000002,0.0010000000000000286,0.8415000000000001
M9831,1e-05,5.5e-05,0.25,-0.25,0.02,0.051798,0.1031,nSEG,1,LIDAR,-0.032797999999999994,0.09690000000000001,1.7262105263157892,0.48450000000000004,1.1053552631578947
M9832,1e-05,5.5e-05,0.25,-0.25,0.03,0.051564,0.1312,nSEG,1,LIDAR,-0.032563999999999996,0.0688,1.7138947368421051,0.344,1.0289473684210526
M9833,1e-05,5.5e-05,0.25,-0.25,0.035,0.051456,0.1437,nSEG,1,LIDAR,-0.032456,0.05630000000000002,1.7082105263157894,0.2815000000000001,0.9948552631578947
M9834,1e-05,5.5e-05,0.25,-0.25,0.04,0.051354,0.1555,nSEG,1,LIDAR,-0.032353999999999994,0.04450000000000001,1.7028421052631577,0.22250000000000006,0.9626710526315789
M9835,1e-05,5.5e-05,0.25,-0.25,0.05,0.05116,0.1774,nSEG,1,LIDAR,-0.032159999999999994,0.02260000000000001,1.6926315789473683,0.11300000000000004,0.9028157894736841
M9836,1e-05,5.5e-05,0.25,0.0,0.02,0.051866,0.09466,nSEG,1,LIDAR,-0.032866000000000006,0.10534000000000002,1.729789473684211,0.5267000000000001,1.1282447368421056
M9837,1e-05,5.5e-05,0.25,0.0,0.03,0.051654,0.1204,nSEG,1,LIDAR,-0.032654,0.07960000000000002,1.7186315789473685,0.3980000000000001,1.0583157894736843
M9838,1e-05,5.5e-05,0.25,0.0,0.035,0.051556,0.132,nSEG,1,LIDAR,-0.032556,0.068,1.7134736842105265,0.34,1.0267368421052632
M9839,1e-05,5.5e-05,0.25,0.0,0.04,0.051463,0.1428,nSEG,1,LIDAR,-0.032463000000000006,0.0572,1.7085789473684214,0.286,0.9972894736842107
M9840,1e-05,5.5e-05,0.25,0.0,0.05,0.051287,0.1629,nSEG,1,LIDAR,-0.032286999999999996,0.03710000000000002,1.6993157894736841,0.1855000000000001,0.9424078947368422
M9841,1e-05,5.5e-05,0.25,0.25,0.02,0.051915,0.08858,nSEG,1,LIDAR,-0.032915,0.11142,1.7323684210526316,0.5571,1.1447342105263159
M9842,1e-05,5.5e-05,0.25,0.25,0.03,0.051717,0.1127,nSEG,1,LIDAR,-0.032716999999999996,0.08730000000000002,1.7219473684210524,0.43650000000000005,1.0792236842105263
M9843,1e-05,5.5e-05,0.25,0.25,0.035,0.051627,0.1235,nSEG,1,LIDAR,-0.032627,0.07650000000000001,1.7172105263157897,0.38250000000000006,1.049855263157895
M9844,1e-05,5.5e-05,0.25,0.25,0.04,0.051541,0.1337,nSEG,1,LIDAR,-0.032541,0.0663,1.7126842105263158,0.33149999999999996,1.022092105263158
M9845,1e-05,5.5e-05,0.25,0.25,0.05,0.051378,0.1525,nSEG,1,LIDAR,-0.032378000000000004,0.047500000000000014,1.704105263157895,0.23750000000000007,0.9708026315789475
M9846,1e-05,5.5e-05,0.25,0.5,0.02,0.051952,0.0839,nSEG,1,LIDAR,-0.032951999999999995,0.11610000000000001,1.734315789473684,0.5805,1.157407894736842
M9847,1e-05,5.5e-05,0.25,0.5,0.03,0.051766,0.1068,nSEG,1,LIDAR,-0.032766,0.0932,1.724526315789474,0.466,1.095263157894737
M9848,1e-05,5.5e-05,0.25,0.5,0.035,0.051681,0.117,nSEG,1,LIDAR,-0.032681,0.083,1.7200526315789475,0.415,1.0675263157894737
M9849,1e-05,5.5e-05,0.25,0.5,0.04,0.0516,0.1267,nSEG,1,LIDAR,-0.032600000000000004,0.0733,1.7157894736842108,0.3665,1.0411447368421054
M9850,1e-05,5.5e-05,0.25,0.5,0.05,0.051446,0.1445,nSEG,1,LIDAR,-0.032446,0.05550000000000002,1.707684210526316,0.2775000000000001,0.992592105263158
M9851,1e-05,5.5e-05,0.5,-0.5,0.02,0.05169,0.1163,nSEG,1,LIDAR,-0.03269,0.08370000000000001,1.7205263157894735,0.41850000000000004,1.0695131578947368
M9852,1e-05,5.5e-05,0.5,-0.5,0.03,0.051422,0.1479,nSEG,1,LIDAR,-0.032422000000000006,0.05210000000000001,1.7064210526315793,0.2605,0.9834605263157896
M9853,1e-05,5.5e-05,0.5,-0.5,0.035,0.051299,0.162,nSEG,1,LIDAR,-0.032298999999999994,0.038000000000000006,1.6999473684210524,0.19000000000000003,0.9449736842105262
M9854,1e-05,5.5e-05,0.5,-0.5,0.04,0.051181,0.1753,nSEG,1,LIDAR,-0.032181,0.0247,1.6937368421052632,0.1235,0.9086184210526316
M9855,1e-05,5.5e-05,0.5,-0.5,0.05,0.050958,0.1998,nSEG,1,LIDAR,-0.031958,0.00020000000000000573,1.6820000000000002,0.0010000000000000286,0.8415000000000001
M9856,1e-05,5.5e-05,0.5,-0.25,0.02,0.051798,0.1031,nSEG,1,LIDAR,-0.032797999999999994,0.09690000000000001,1.7262105263157892,0.48450000000000004,1.1053552631578947
M9857,1e-05,5.5e-05,0.5,-0.25,0.03,0.051564,0.1312,nSEG,1,LIDAR,-0.032563999999999996,0.0688,1.7138947368421051,0.344,1.0289473684210526
M9858,1e-05,5.5e-05,0.5,-0.25,0.035,0.051457,0.1437,nSEG,1,LIDAR,-0.032457,0.05630000000000002,1.708263157894737,0.2815000000000001,0.9948815789473685
M9859,1e-05,5.5e-05,0.5,-0.25,0.04,0.051354,0.1555,nSEG,1,LIDAR,-0.032353999999999994,0.04450000000000001,1.7028421052631577,0.22250000000000006,0.9626710526315789
M9860,1e-05,5.5e-05,0.5,-0.25,0.05,0.051161,0.1774,nSEG,1,LIDAR,-0.032160999999999995,0.02260000000000001,1.6926842105263156,0.11300000000000004,0.9028421052631578
M9861,1e-05,5.5e-05,0.5,0.0,0.02,0.051867,0.09466,nSEG,1,LIDAR,-0.03286700000000001,0.10534000000000002,1.7298421052631583,0.5267000000000001,1.1282710526315791
M9862,1e-05,5.5e-05,0.5,0.0,0.03,0.051654,0.1204,nSEG,1,LIDAR,-0.032654,0.07960000000000002,1.7186315789473685,0.3980000000000001,1.0583157894736843
M9863,1e-05,5.5e-05,0.5,0.0,0.035,0.051557,0.132,nSEG,1,LIDAR,-0.032557,0.068,1.7135263157894738,0.34,1.026763157894737
M9864,1e-05,5.5e-05,0.5,0.0,0.04,0.051464,0.1428,nSEG,1,LIDAR,-0.03246400000000001,0.0572,1.7086315789473687,0.286,0.9973157894736844
M9865,1e-05,5.5e-05,0.5,0.0,0.05,0.051288,0.1629,nSEG,1,LIDAR,-0.032288,0.03710000000000002,1.6993684210526314,0.1855000000000001,0.9424342105263157
M9866,1e-05,5.5e-05,0.5,0.25,0.02,0.051916,0.08858,nSEG,1,LIDAR,-0.032916,0.11142,1.732421052631579,0.5571,1.1447605263157896
M9867,1e-05,5.5e-05,0.5,0.25,0.03,0.051718,0.1127,nSEG,1,LIDAR,-0.032718,0.08730000000000002,1.722,0.43650000000000005,1.07925
M9868,1e-05,5.5e-05,0.5,0.25,0.035,0.051628,0.1235,nSEG,1,LIDAR,-0.032628000000000004,0.07650000000000001,1.717263157894737,0.38250000000000006,1.0498815789473686
M9869,1e-05,5.5e-05,0.5,0.25,0.04,0.051541,0.1337,nSEG,1,LIDAR,-0.032541,0.0663,1.7126842105263158,0.33149999999999996,1.022092105263158
M9870,1e-05,5.5e-05,0.5,0.25,0.05,0.051378,0.1526,nSEG,1,LIDAR,-0.032378000000000004,0.0474,1.704105263157895,0.237,0.9705526315789474
M9871,1e-05,5.5e-05,0.5,0.5,0.02,0.051953,0.0839,nSEG,1,LIDAR,-0.032952999999999996,0.11610000000000001,1.7343684210526313,0.5805,1.1574342105263158
