model,kt,ka,st_coeff,sa_coeff,n,flow_out_reach,stream_depth,geom,icalc,elev,flow_diff,depth_diff,flow_perc_err,depth_perc_err,combined_perc_err
M9390,1e-05,1e-06,-0.5,0.0,0.05,0.0040539,0.03556,nSEG,1,LIDAR,0.0149461,0.16444,0.7866368421052632,0.8221999999999999,0.8044184210526315
M9391,1e-05,1e-06,-0.5,0.25,0.02,0.0040738,0.01925,nSEG,1,LIDAR,0.0149262,0.18075000000000002,0.7855894736842106,0.90375,0.8446697368421053
M9392,1e-05,1e-06,-0.5,0.25,0.03,0.0040668,0.02452,nSEG,1,LIDAR,0.0149332,0.17548000000000002,0.7859578947368422,0.8774000000000001,0.8316789473684212
M9393,1e-05,1e-06,-0.5,0.25,0.035,0.0040637,0.02689,nSEG,1,LIDAR,0.0149363,0.17311,0.7861210526315789,0.86555,0.8258355263157895
M9394,1e-05,1e-06,-0.5,0.25,0.04,0.0040607,0.02912,nSEG,1,LIDAR,0.014939299999999999,0.17088,0.7862789473684211,0.8543999999999999,0.8203394736842105
M9395,1e-05,1e-06,-0.5,0.25,0.05,0.0040552,0.03326,nSEG,1,LIDAR,0.0149448,0.16674,0.7865684210526316,0.8337,0.8101342105263158
M9396,1e-05,1e-06,-0.5,0.5,0.02,0.0040744,0.01823,nSEG,1,LIDAR,0.0149256,0.18177000000000001,0.7855578947368421,0.90885,0.8472039473684211
M9397,1e-05,1e-06,-0.5,0.5,0.03,0.0040676,0.02322,nSEG,1,LIDAR,0.014932399999999998,0.17678000000000002,0.7859157894736841,0.8839,0.834907894736842
M9398,1e-05,1e-06,-0.5,0.5,0.035,0.0040645,0.02546,nSEG,1,LIDAR,0.014935499999999999,0.17454,0.786078947368421,0.8726999999999999,0.8293894736842105
M9399,1e-05,1e-06,-0.5,0.5,0.04,0.0040616,0.02757,nSEG,1,LIDAR,0.0149384,0.17243,0.7862315789473684,0.86215,0.8241907894736842
M9400,1e-05,1e-06,-0.5,0.5,0.05,0.0040562,0.0315,nSEG,1,LIDAR,0.0149438,0.1685,0.7865157894736843,0.8425,0.8145078947368422
M9401,1e-05,1e-06,-0.25,-0.5,0.02,0.0040718,0.02533,nSEG,1,LIDAR,0.014928199999999999,0.17467000000000002,0.7856947368421052,0.8733500000000001,0.8295223684210526
M9402,1e-05,1e-06,-0.25,-0.5,0.03,0.0040643,0.03227,nSEG,1,LIDAR,0.0149357,0.16773000000000002,0.7860894736842106,0.83865,0.8123697368421052
M9403,1e-05,1e-06,-0.25,-0.5,0.035,0.0040609,0.03538,nSEG,1,LIDAR,0.0149391,0.16462000000000002,0.7862684210526316,0.8231,0.8046842105263159
M9404,1e-05,1e-06,-0.25,-0.5,0.04,0.0040577,0.03831,nSEG,1,LIDAR,0.014942299999999999,0.16169,0.7864368421052631,0.80845,0.7974434210526316
M9405,1e-05,1e-06,-0.25,-0.5,0.05,0.0040518,0.04376,nSEG,1,LIDAR,0.014948199999999998,0.15624000000000002,0.7867473684210525,0.7812,0.7839736842105263
M9406,1e-05,1e-06,-0.25,-0.25,0.02,0.0040735,0.02243,nSEG,1,LIDAR,0.014926499999999999,0.17757,0.7856052631578947,0.88785,0.8367276315789474
M9407,1e-05,1e-06,-0.25,-0.25,0.03,0.0040665,0.02858,nSEG,1,LIDAR,0.014933499999999999,0.17142000000000002,0.7859736842105263,0.8571000000000001,0.8215368421052631
M9408,1e-05,1e-06,-0.25,-0.25,0.035,0.0040633,0.03134,nSEG,1,LIDAR,0.0149367,0.16866,0.786142105263158,0.8432999999999999,0.8147210526315789
M9409,1e-05,1e-06,-0.25,-0.25,0.04,0.0040603,0.03394,nSEG,1,LIDAR,0.0149397,0.16606,0.7863,0.8303,0.8083
M9410,1e-05,1e-06,-0.25,-0.25,0.05,0.0040548,0.03877,nSEG,1,LIDAR,0.014945199999999999,0.16123,0.7865894736842105,0.80615,0.7963697368421052
M9411,1e-05,1e-06,-0.25,0.0,0.02,0.0040746,0.02058,nSEG,1,LIDAR,0.014925399999999998,0.17942000000000002,0.7855473684210525,0.8971000000000001,0.8413236842105263
M9412,1e-05,1e-06,-0.25,0.0,0.03,0.0040679,0.02623,nSEG,1,LIDAR,0.0149321,0.17377,0.7859,0.86885,0.827375
M9413,1e-05,1e-06,-0.25,0.0,0.035,0.0040648,0.02875,nSEG,1,LIDAR,0.0149352,0.17125,0.7860631578947368,0.8562500000000001,0.8211565789473685
M9414,1e-05,1e-06,-0.25,0.0,0.04,0.004062,0.03114,nSEG,1,LIDAR,0.014938,0.16886,0.7862105263157895,0.8443,0.8152552631578948
M9415,1e-05,1e-06,-0.25,0.0,0.05,0.0040566,0.03557,nSEG,1,LIDAR,0.014943399999999999,0.16443000000000002,0.7864947368421052,0.82215,0.8043223684210526
M9416,1e-05,1e-06,-0.25,0.25,0.02,0.0040754,0.01925,nSEG,1,LIDAR,0.0149246,0.18075000000000002,0.7855052631578947,0.90375,0.8446276315789474
M9417,1e-05,1e-06,-0.25,0.25,0.03,0.0040689,0.02453,nSEG,1,LIDAR,0.0149311,0.17547000000000001,0.7858473684210526,0.8773500000000001,0.8315986842105263
M9418,1e-05,1e-06,-0.25,0.25,0.035,0.0040659,0.0269,nSEG,1,LIDAR,0.014934099999999999,0.1731,0.7860052631578947,0.8654999999999999,0.8257526315789473
M9419,1e-05,1e-06,-0.25,0.25,0.04,0.0040631,0.02913,nSEG,1,LIDAR,0.0149369,0.17087000000000002,0.7861526315789473,0.85435,0.8202513157894737
M9420,1e-05,1e-06,-0.25,0.25,0.05,0.004058,0.03328,nSEG,1,LIDAR,0.014942,0.16672,0.786421052631579,0.8336,0.8100105263157895
M9421,1e-05,1e-06,-0.25,0.5,0.02,0.004076,0.01823,nSEG,1,LIDAR,0.014924,0.18177000000000001,0.7854736842105263,0.90885,0.8471618421052631
M9422,1e-05,1e-06,-0.25,0.5,0.03,0.0040696,0.02323,nSEG,1,LIDAR,0.0149304,0.17677,0.7858105263157895,0.88385,0.8348302631578948
M9423,1e-05,1e-06,-0.25,0.5,0.035,0.0040668,0.02547,nSEG,1,LIDAR,0.0149332,0.17453000000000002,0.7859578947368422,0.87265,0.8293039473684212
M9424,1e-05,1e-06,-0.25,0.5,0.04,0.0040641,0.02758,nSEG,1,LIDAR,0.014935899999999998,0.17242000000000002,0.7860999999999999,0.8621000000000001,0.8241
M9425,1e-05,1e-06,-0.25,0.5,0.05,0.004059,0.03151,nSEG,1,LIDAR,0.014941,0.16849,0.7863684210526316,0.8424499999999999,0.8144092105263158
M9426,1e-05,1e-06,0.0,-0.5,0.02,0.0040729,0.02533,nSEG,1,LIDAR,0.014927099999999999,0.17467000000000002,0.7856368421052631,0.8733500000000001,0.8294934210526316
M9427,1e-05,1e-06,0.0,-0.5,0.03,0.0040656,0.03228,nSEG,1,LIDAR,0.0149344,0.16772,0.786021052631579,0.8386,0.8123105263157895
M9428,1e-05,1e-06,0.0,-0.5,0.035,0.0040624,0.03539,nSEG,1,LIDAR,0.014937599999999999,0.16461,0.7861894736842104,0.82305,0.8046197368421052
M9429,1e-05,1e-06,0.0,-0.5,0.04,0.0040593,0.03832,nSEG,1,LIDAR,0.0149407,0.16168000000000002,0.7863526315789474,0.8084,0.7973763157894738
M9430,1e-05,1e-06,0.0,-0.5,0.05,0.0040536,0.04378,nSEG,1,LIDAR,0.014946399999999999,0.15622000000000003,0.7866526315789473,0.7811000000000001,0.7838763157894737
M9431,1e-05,1e-06,0.0,-0.25,0.02,0.0040746,0.02244,nSEG,1,LIDAR,0.014925399999999998,0.17756,0.7855473684210525,0.8877999999999999,0.8366736842105262
M9432,1e-05,1e-06,0.0,-0.25,0.03,0.0040678,0.02859,nSEG,1,LIDAR,0.0149322,0.17141,0.7859052631578948,0.85705,0.8214776315789474
M9433,1e-05,1e-06,0.0,-0.25,0.035,0.0040647,0.03135,nSEG,1,LIDAR,0.014935299999999999,0.16865000000000002,0.7860684210526315,0.84325,0.8146592105263157
M9434,1e-05,1e-06,0.0,-0.25,0.04,0.0040619,0.03395,nSEG,1,LIDAR,0.0149381,0.16605,0.7862157894736842,0.8302499999999999,0.808232894736842
M9435,1e-05,1e-06,0.0,-0.25,0.05,0.0040565,0.03878,nSEG,1,LIDAR,0.014943499999999998,0.16122,0.7865,0.8060999999999999,0.7963
M9436,1e-05,1e-06,0.0,0.0,0.02,0.0040757,0.02059,nSEG,1,LIDAR,0.0149243,0.17941000000000001,0.7854894736842105,0.89705,0.8412697368421053
M9437,1e-05,1e-06,0.0,0.0,0.03,0.0040692,0.02623,nSEG,1,LIDAR,0.0149308,0.17377,0.7858315789473684,0.86885,0.8273407894736842
M9438,1e-05,1e-06,0.0,0.0,0.035,0.0040663,0.02876,nSEG,1,LIDAR,0.0149337,0.17124,0.7859842105263157,0.8562,0.8210921052631579
M9439,1e-05,1e-06,0.0,0.0,0.04,0.0040635,0.03115,nSEG,1,LIDAR,0.014936499999999998,0.16885,0.7861315789473684,0.84425,0.8151907894736842
M9440,1e-05,1e-06,0.0,0.0,0.05,0.0040584,0.03558,nSEG,1,LIDAR,0.0149416,0.16442,0.7864,0.8221,0.80425
M9441,1e-05,1e-06,0.0,0.25,0.02,0.0040764,0.01926,nSEG,1,LIDAR,0.014923599999999999,0.18074,0.7854526315789473,0.9037000000000001,0.8445763157894737
M9442,1e-05,1e-06,0.0,0.25,0.03,0.0040702,0.02454,nSEG,1,LIDAR,0.0149298,0.17546,0.785778947368421,0.8773,0.8315394736842106
M9443,1e-05,1e-06,0.0,0.25,0.035,0.0040674,0.0269,nSEG,1,LIDAR,0.0149326,0.1731,0.7859263157894737,0.8654999999999999,0.8257131578947368
M9444,1e-05,1e-06,0.0,0.25,0.04,0.0040647,0.02914,nSEG,1,LIDAR,0.014935299999999999,0.17086,0.7860684210526315,0.8543000000000001,0.8201842105263157
M9445,1e-05,1e-06,0.0,0.25,0.05,0.0040598,0.03329,nSEG,1,LIDAR,0.0149402,0.16671000000000002,0.7863263157894738,0.8335500000000001,0.8099381578947369
M9446,1e-05,1e-06,0.0,0.5,0.02,0.004077,0.01823,nSEG,1,LIDAR,0.014922999999999999,0.18177000000000001,0.7854210526315789,0.90885,0.8471355263157895
M9447,1e-05,1e-06,0.0,0.5,0.03,0.0040709,0.02323,nSEG,1,LIDAR,0.0149291,0.17677,0.7857421052631579,0.88385,0.834796052631579
M9448,1e-05,1e-06,0.0,0.5,0.035,0.0040682,0.02547,nSEG,1,LIDAR,0.014931799999999999,0.17453000000000002,0.7858842105263157,0.87265,0.8292671052631579
M9449,1e-05,1e-06,0.0,0.5,0.04,0.0040656,0.02759,nSEG,1,LIDAR,0.0149344,0.17241,0.786021052631579,0.86205,0.8240355263157895
M9450,1e-05,1e-06,0.0,0.5,0.05,0.0040608,0.03152,nSEG,1,LIDAR,0.0149392,0.16848000000000002,0.7862736842105263,0.8424,0.8143368421052632
M9451,1e-05,1e-06,0.25,-0.5,0.02,0.0040736,0.02534,nSEG,1,LIDAR,0.0149264,0.17466,0.7856,0.8733,0.82945
M9452,1e-05,1e-06,0.25,-0.5,0.03,0.0040666,0.03228,nSEG,1,LIDAR,0.0149334,0.16772,0.7859684210526315,0.8386,0.8122842105263157
M9453,1e-05,1e-06,0.25,-0.5,0.035,0.0040634,0.03539,nSEG,1,LIDAR,0.0149366,0.16461,0.7861368421052631,0.82305,0.8045934210526315
M9454,1e-05,1e-06,0.25,-0.5,0.04,0.0040604,0.03833,nSEG,1,LIDAR,0.0149396,0.16167,0.7862947368421054,0.80835,0.7973223684210526
M9455,1e-05,1e-06,0.25,-0.5,0.05,0.0040549,0.04378,nSEG,1,LIDAR,0.0149451,0.15622000000000003,0.7865842105263158,0.7811000000000001,0.7838421052631579
M9456,1e-05,1e-06,0.25,-0.25,0.02,0.0040753,0.02244,nSEG,1,LIDAR,0.014924699999999999,0.17756,0.7855105263157894,0.8877999999999999,0.8366552631578947
M9457,1e-05,1e-06,0.25,-0.25,0.03,0.0040687,0.02859,nSEG,1,LIDAR,0.0149313,0.17141,0.7858578947368421,0.85705,0.821453947368421
M9458,1e-05,1e-06,0.25,-0.25,0.035,0.0040658,0.03135,nSEG,1,LIDAR,0.0149342,0.16865000000000002,0.7860105263157895,0.84325,0.8146302631578948
M9459,1e-05,1e-06,0.25,-0.25,0.04,0.004063,0.03395,nSEG,1,LIDAR,0.014936999999999999,0.16605,0.7861578947368421,0.8302499999999999,0.808203947368421
M9460,1e-05,1e-06,0.25,-0.25,0.05,0.0040578,0.03879,nSEG,1,LIDAR,0.0149422,0.16121000000000002,0.7864315789473684,0.80605,0.7962407894736843
M9461,1e-05,1e-06,0.25,0.0,0.02,0.0040764,0.02059,nSEG,1,LIDAR,0.014923599999999999,0.17941000000000001,0.7854526315789473,0.89705,0.8412513157894737
M9462,1e-05,1e-06,0.25,0.0,0.03,0.0040701,0.02623,nSEG,1,LIDAR,0.0149299,0.17377,0.7857842105263158,0.86885,0.8273171052631578
M9463,1e-05,1e-06,0.25,0.0,0.035,0.0040673,0.02876,nSEG,1,LIDAR,0.0149327,0.17124,0.7859315789473684,0.8562,0.8210657894736841
M9464,1e-05,1e-06,0.25,0.0,0.04,0.0040646,0.03115,nSEG,1,LIDAR,0.0149354,0.16885,0.7860736842105264,0.84425,0.8151618421052631
M9465,1e-05,1e-06,0.25,0.0,0.05,0.0040597,0.03559,nSEG,1,LIDAR,0.0149403,0.16441,0.7863315789473685,0.82205,0.8041907894736842
M9466,1e-05,1e-06,0.25,0.25,0.02,0.0040772,0.01926,nSEG,1,LIDAR,0.0149228,0.18074,0.7854105263157894,0.9037000000000001,0.8445552631578948
M9467,1e-05,1e-06,0.25,0.25,0.03,0.0040711,0.02454,nSEG,1,LIDAR,0.014928899999999998,0.17546,0.7857315789473683,0.8773,0.8315157894736842
M9468,1e-05,1e-06,0.25,0.25,0.035,0.0040684,0.02691,nSEG,1,LIDAR,0.0149316,0.17309000000000002,0.7858736842105263,0.86545,0.8256618421052632
M9469,1e-05,1e-06,0.25,0.25,0.04,0.0040658,0.02914,nSEG,1,LIDAR,0.0149342,0.17086,0.7860105263157895,0.8543000000000001,0.8201552631578948
M9470,1e-05,1e-06,0.25,0.25,0.05,0.0040611,0.03329,nSEG,1,LIDAR,0.0149389,0.16671000000000002,0.7862578947368422,0.8335500000000001,0.8099039473684211
M9471,1e-05,1e-06,0.25,0.5,0.02,0.0040778,0.01823,nSEG,1,LIDAR,0.0149222,0.18177000000000001,0.7853789473684211,0.90885,0.8471144736842106
M9472,1e-05,1e-06,0.25,0.5,0.03,0.0040719,0.02324,nSEG,1,LIDAR,0.0149281,0.17676,0.7856894736842105,0.8837999999999999,0.8347447368421053
M9473,1e-05,1e-06,0.25,0.5,0.035,0.0040692,0.02548,nSEG,1,LIDAR,0.0149308,0.17452,0.7858315789473684,0.8726,0.8292157894736842
M9474,1e-05,1e-06,0.25,0.5,0.04,0.0040667,0.02759,nSEG,1,LIDAR,0.0149333,0.17241,0.7859631578947369,0.86205,0.8240065789473685
M9475,1e-05,1e-06,0.25,0.5,0.05,0.0040621,0.03152,nSEG,1,LIDAR,0.0149379,0.16848000000000002,0.7862052631578947,0.8424,0.8143026315789474
M9476,1e-05,1e-06,0.5,-0.5,0.02,0.0040742,0.02534,nSEG,1,LIDAR,0.0149258,0.17466,0.7855684210526316,0.8733,0.8294342105263157
M9477,1e-05,1e-06,0.5,-0.5,0.03,0.0040673,0.03229,nSEG,1,LIDAR,0.0149327,0.16771000000000003,0.7859315789473684,0.8385500000000001,0.8122407894736843
M9478,1e-05,1e-06,0.5,-0.5,0.035,0.0040642,0.0354,nSEG,1,LIDAR,0.014935799999999999,0.16460000000000002,0.7860947368421052,0.8230000000000001,0.8045473684210527
M9479,1e-05,1e-06,0.5,-0.5,0.04,0.0040613,0.03833,nSEG,1,LIDAR,0.0149387,0.16167,0.7862473684210526,0.80835,0.7972986842105263
M9480,1e-05,1e-06,0.5,-0.5,0.05,0.0040559,0.04379,nSEG,1,LIDAR,0.014944099999999998,0.15621000000000002,0.7865315789473684,0.78105,0.7837907894736842
M9481,1e-05,1e-06,0.5,-0.25,0.02,0.0040759,0.02244,nSEG,1,LIDAR,0.0149241,0.17756,0.785478947368421,0.8877999999999999,0.8366394736842104
M9482,1e-05,1e-06,0.5,-0.25,0.03,0.0040695,0.0286,nSEG,1,LIDAR,0.0149305,0.1714,0.7858157894736842,0.857,0.8214078947368422
M9483,1e-05,1e-06,0.5,-0.25,0.035,0.0040666,0.03135,nSEG,1,LIDAR,0.0149334,0.16865000000000002,0.7859684210526315,0.84325,0.8146092105263159
M9484,1e-05,1e-06,0.5,-0.25,0.04,0.0040639,0.03396,nSEG,1,LIDAR,0.0149361,0.16604000000000002,0.7861105263157895,0.8302,0.8081552631578948
M9485,1e-05,1e-06,0.5,-0.25,0.05,0.0040588,0.03879,nSEG,1,LIDAR,0.014941199999999998,0.16121000000000002,0.786378947368421,0.80605,0.7962144736842105
M9486,1e-05,1e-06,0.5,0.0,0.02,0.004077,0.02059,nSEG,1,LIDAR,0.014922999999999999,0.17941000000000001,0.7854210526315789,0.89705,0.8412355263157895
M9487,1e-05,1e-06,0.5,0.0,0.03,0.0040708,0.02624,nSEG,1,LIDAR,0.0149292,0.17376000000000003,0.7857473684210526,0.8688000000000001,0.8272736842105264
M9488,1e-05,1e-06,0.5,0.0,0.035,0.0040681,0.02877,nSEG,1,LIDAR,0.0149319,0.17123000000000002,0.7858894736842106,0.8561500000000001,0.8210197368421053
M9489,1e-05,1e-06,0.5,0.0,0.04,0.0040655,0.03116,nSEG,1,LIDAR,0.0149345,0.16884000000000002,0.7860263157894737,0.8442000000000001,0.8151131578947368
M9490,1e-05,1e-06,0.5,0.0,0.05,0.0040607,0.03559,nSEG,1,LIDAR,0.014939299999999999,0.16441,0.7862789473684211,0.82205,0.8041644736842105
M9491,1e-05,1e-06,0.5,0.25,0.02,0.0040777,0.01926,nSEG,1,LIDAR,0.0149223,0.18074,0.7853842105263158,0.9037000000000001,0.8445421052631579
M9492,1e-05,1e-06,0.5,0.25,0.03,0.0040718,0.02454,nSEG,1,LIDAR,0.014928199999999999,0.17546,0.7856947368421052,0.8773,0.8314973684210526
M9493,1e-05,1e-06,0.5,0.25,0.035,0.0040692,0.02691,nSEG,1,LIDAR,0.0149308,0.17309000000000002,0.7858315789473684,0.86545,0.8256407894736842
M9494,1e-05,1e-06,0.5,0.25,0.04,0.0040667,0.02914,nSEG,1,LIDAR,0.0149333,0.17086,0.7859631578947369,0.8543000000000001,0.8201315789473684
M9495,1e-05,1e-06,0.5,0.25,0.05,0.004062,0.0333,nSEG,1,LIDAR,0.014938,0.16670000000000001,0.7862105263157895,0.8335,0.8098552631578948
M9496,1e-05,1e-06,0.5,0.5,0.02,0.0040783,0.01824,nSEG,1,LIDAR,0.0149217,0.18176,0.7853526315789474,0.9087999999999999,0.8470763157894736
M9497,1e-05,1e-06,0.5,0.5,0.03,0.0040726,0.02324,nSEG,1,LIDAR,0.0149274,0.17676,0.7856526315789474,0.8837999999999999,0.8347263157894736
M9498,1e-05,1e-06,0.5,0.5,0.035,0.00407,0.02548,nSEG,1,LIDAR,0.014929999999999999,0.17452,0.7857894736842105,0.8726,0.8291947368421053
M9499,1e-05,1e-06,0.5,0.5,0.04,0.0040676,0.0276,nSEG,1,LIDAR,0.014932399999999998,0.1724,0.7859157894736841,0.862,0.823957894736842
M9500,1e-05,1e-06,0.5,0.5,0.05,0.0040631,0.03153,nSEG,1,LIDAR,0.0149369,0.16847,0.7861526315789473,0.84235,0.8142513157894737
M9501,1e-05,5.5e-06,-0.5,-0.5,0.02,0.0093171,0.04161,nSEG,1,LIDAR,0.0096829,0.15839,0.5096263157894737,0.7919499999999999,0.6507881578947368
M9502,1e-05,5.5e-06,-0.5,-0.5,0.03,0.0092843,0.05296,nSEG,1,LIDAR,0.009715699999999999,0.14704,0.5113526315789473,0.7352,0.6232763157894736
M9503,1e-05,5.5e-06,-0.5,-0.5,0.035,0.0092696,0.05803,nSEG,1,LIDAR,0.0097304,0.14197,0.5121263157894737,0.70985,0.6109881578947368
M9504,1e-05,5.5e-06,-0.5,-0.5,0.04,0.0092557,0.06282,nSEG,1,LIDAR,0.0097443,0.13718000000000002,0.5128578947368421,0.6859000000000001,0.599378947368421
M9505,1e-05,5.5e-06,-0.5,-0.5,0.05,0.0092299,0.0717,nSEG,1,LIDAR,0.0097701,0.12830000000000003,0.5142157894736843,0.6415000000000001,0.5778578947368422
M9506,1e-05,5.5e-06,-0.5,-0.25,0.02,0.0093292,0.03687,nSEG,1,LIDAR,0.0096708,0.16313,0.5089894736842105,0.81565,0.6623197368421052
M9507,1e-05,5.5e-06,-0.5,-0.25,0.03,0.0092997,0.04694,nSEG,1,LIDAR,0.0097003,0.15306,0.5105421052631579,0.7653,0.6379210526315789
M9508,1e-05,5.5e-06,-0.5,-0.25,0.035,0.0092865,0.05144,nSEG,1,LIDAR,0.0097135,0.14856000000000003,0.5112368421052632,0.7428000000000001,0.6270184210526317
M9509,1e-05,5.5e-06,-0.5,-0.25,0.04,0.009274,0.05569,nSEG,1,LIDAR,0.009726,0.14431,0.5118947368421053,0.7215499999999999,0.6167223684210525
M9510,1e-05,5.5e-06,-0.5,-0.25,0.05,0.0092508,0.06357,nSEG,1,LIDAR,0.0097492,0.13643,0.5131157894736842,0.6821499999999999,0.5976328947368421
M9511,1e-05,5.5e-06,-0.5,0.0,0.02,0.009337,0.03384,nSEG,1,LIDAR,0.009663,0.16616,0.508578947368421,0.8308,0.6696894736842105
M9512,1e-05,5.5e-06,-0.5,0.0,0.03,0.0093096,0.04308,nSEG,1,LIDAR,0.0096904,0.15692,0.5100210526315789,0.7846,0.6473105263157894
M9513,1e-05,5.5e-06,-0.5,0.0,0.035,0.0092973,0.04722,nSEG,1,LIDAR,0.0097027,0.15278000000000003,0.5106684210526315,0.7639000000000001,0.6372842105263159
M9514,1e-05,5.5e-06,-0.5,0.0,0.04,0.0092857,0.05112,nSEG,1,LIDAR,0.0097143,0.14888,0.511278947368421,0.7444000000000001,0.6278394736842106
M9515,1e-05,5.5e-06,-0.5,0.0,0.05,0.0092642,0.05837,nSEG,1,LIDAR,0.0097358,0.14163,0.5124105263157894,0.70815,0.6102802631578947
M9516,1e-05,5.5e-06,-0.5,0.25,0.02,0.0093425,0.03166,nSEG,1,LIDAR,0.0096575,0.16834000000000002,0.5082894736842105,0.8417,0.6749947368421052
M9517,1e-05,5.5e-06,-0.5,0.25,0.03,0.0093167,0.04031,nSEG,1,LIDAR,0.009683299999999999,0.15969,0.5096473684210526,0.79845,0.6540486842105263
M9518,1e-05,5.5e-06,-0.5,0.25,0.035,0.0093051,0.04419,nSEG,1,LIDAR,0.0096949,0.15581,0.5102578947368421,0.77905,0.6446539473684211
M9519,1e-05,5.5e-06,-0.5,0.25,0.04,0.0092941,0.04784,nSEG,1,LIDAR,0.0097059,0.15216000000000002,0.5108368421052631,0.7608,0.6358184210526316
M9520,1e-05,5.5e-06,-0.5,0.25,0.05,0.0092738,0.05462,nSEG,1,LIDAR,0.009726199999999999,0.14538,0.5119052631578948,0.7269,0.6194026315789474
M9521,1e-05,5.5e-06,-0.5,0.5,0.02,0.0093468,0.02998,nSEG,1,LIDAR,0.009653199999999999,0.17002,0.5080631578947368,0.8501,0.6790815789473683
M9522,1e-05,5.5e-06,-0.5,0.5,0.03,0.0093221,0.03818,nSEG,1,LIDAR,0.0096779,0.16182000000000002,0.5093631578947369,0.8091,0.6592315789473684
M9523,1e-05,5.5e-06,-0.5,0.5,0.035,0.0093111,0.04185,nSEG,1,LIDAR,0.0096889,0.15815,0.509942105263158,0.7907500000000001,0.650346052631579
M9524,1e-05,5.5e-06,-0.5,0.5,0.04,0.0093006,0.04531,nSEG,1,LIDAR,0.0096994,0.15469,0.5104947368421053,0.77345,0.6419723684210527
M9525,1e-05,5.5e-06,-0.5,0.5,0.05,0.0092812,0.05174,nSEG,1,LIDAR,0.0097188,0.14826,0.5115157894736843,0.7413,0.6264078947368421
M9526,1e-05,5.5e-06,-0.25,-0.5,0.02,0.0093186,0.04161,nSEG,1,LIDAR,0.0096814,0.15839,0.5095473684210526,0.7919499999999999,0.6507486842105263
M9527,1e-05,5.5e-06,-0.25,-0.5,0.03,0.0092862,0.05296,nSEG,1,LIDAR,0.0097138,0.14704,0.5112526315789474,0.7352,0.6232263157894737
M9528,1e-05,5.5e-06,-0.25,-0.5,0.035,0.0092717,0.05804,nSEG,1,LIDAR,0.009728299999999999,0.14196,0.5120157894736842,0.7098,0.610907894736842
M9529,1e-05,5.5e-06,-0.25,-0.5,0.04,0.009258,0.06283,nSEG,1,LIDAR,0.009741999999999999,0.13717000000000001,0.5127368421052632,0.6858500000000001,0.5992934210526316
M9530,1e-05,5.5e-06,-0.25,-0.5,0.05,0.0092325,0.07171,nSEG,1,LIDAR,0.0097675,0.12829000000000002,0.5140789473684211,0.6414500000000001,0.5777644736842106
M9531,1e-05,5.5e-06,-0.25,-0.25,0.02,0.0093308,0.03688,nSEG,1,LIDAR,0.0096692,0.16312000000000001,0.5089052631578947,0.8156,0.6622526315789474
