model,kt,ka,st_coeff,sa_coeff,n,flow_out_reach,stream_depth,geom,icalc,elev,flow_diff,depth_diff,flow_perc_err,depth_perc_err,combined_perc_err
M9399,1e-05,1e-06,-0.5,0.5,0.05,0.0041852,0.05817,nSEG,2,LIDAR,0.0148148,0.14183,0.7797263157894737,0.7091500000000001,0.7444381578947369
M9400,1e-05,1e-06,-0.5,0.5,0.08,0.0041711,0.07058,nSEG,2,LIDAR,0.014828899999999999,0.12942,0.7804684210526316,0.6471,0.7137842105263158
M9401,1e-05,1e-06,-0.25,-0.5,0.03,0.0041933,0.05911,nSEG,2,LIDAR,0.014806699999999999,0.14089000000000002,0.7793,0.70445,0.7418750000000001
M9402,1e-05,1e-06,-0.25,-0.5,0.035,0.0041898,0.06291,nSEG,2,LIDAR,0.014810199999999999,0.13709000000000002,0.7794842105263158,0.68545,0.732467105263158
M9403,1e-05,1e-06,-0.25,-0.5,0.04,0.0041866,0.06649,nSEG,2,LIDAR,0.0148134,0.13351000000000002,0.7796526315789474,0.6675500000000001,0.7236013157894737
M9404,1e-05,1e-06,-0.25,-0.5,0.05,0.0041806,0.07312,nSEG,2,LIDAR,0.0148194,0.12688,0.7799684210526316,0.6344,0.7071842105263157
M9405,1e-05,1e-06,-0.25,-0.5,0.08,0.004165,0.09021,nSEG,2,LIDAR,0.014835,0.10979000000000001,0.7807894736842105,0.54895,0.6648697368421053
M9406,1e-05,1e-06,-0.25,-0.25,0.03,0.0041955,0.0546,nSEG,2,LIDAR,0.0148045,0.1454,0.7791842105263158,0.727,0.7530921052631578
M9407,1e-05,1e-06,-0.25,-0.25,0.035,0.0041923,0.05797,nSEG,2,LIDAR,0.0148077,0.14203000000000002,0.7793526315789474,0.7101500000000001,0.7447513157894737
M9408,1e-05,1e-06,-0.25,-0.25,0.04,0.0041892,0.06115,nSEG,2,LIDAR,0.014810799999999999,0.13885,0.7795157894736842,0.6942499999999999,0.736882894736842
M9409,1e-05,1e-06,-0.25,-0.25,0.05,0.0041836,0.06704,nSEG,2,LIDAR,0.0148164,0.13296000000000002,0.7798105263157895,0.6648000000000001,0.7223052631578948
M9410,1e-05,1e-06,-0.25,-0.25,0.08,0.004169,0.08224,nSEG,2,LIDAR,0.014831,0.11776000000000002,0.7805789473684211,0.5888000000000001,0.6846894736842106
M9411,1e-05,1e-06,-0.25,0.0,0.03,0.0041969,0.05171,nSEG,2,LIDAR,0.0148031,0.14829,0.7791105263157895,0.7414499999999999,0.7602802631578947
M9412,1e-05,1e-06,-0.25,0.0,0.035,0.0041938,0.05481,nSEG,2,LIDAR,0.014806199999999999,0.14519,0.7792736842105262,0.72595,0.7526118421052631
M9413,1e-05,1e-06,-0.25,0.0,0.04,0.0041909,0.05773,nSEG,2,LIDAR,0.014809099999999999,0.14227,0.7794263157894736,0.71135,0.7453881578947368
M9414,1e-05,1e-06,-0.25,0.0,0.05,0.0041855,0.06315,nSEG,2,LIDAR,0.0148145,0.13685000000000003,0.7797105263157895,0.6842500000000001,0.7319802631578949
M9415,1e-05,1e-06,-0.25,0.0,0.08,0.0041715,0.07713,nSEG,2,LIDAR,0.0148285,0.12287000000000001,0.7804473684210527,0.61435,0.6973986842105263
M9416,1e-05,1e-06,-0.25,0.25,0.03,0.0041979,0.04955,nSEG,2,LIDAR,0.014802099999999999,0.15045000000000003,0.7790578947368421,0.7522500000000001,0.7656539473684211
M9417,1e-05,1e-06,-0.25,0.25,0.035,0.004195,0.05253,nSEG,2,LIDAR,0.014804999999999999,0.14747000000000002,0.7792105263157895,0.7373500000000001,0.7582802631578948
M9418,1e-05,1e-06,-0.25,0.25,0.04,0.0041922,0.05527,nSEG,2,LIDAR,0.0148078,0.14473000000000003,0.7793578947368421,0.7236500000000001,0.7515039473684211
M9419,1e-05,1e-06,-0.25,0.25,0.05,0.0041869,0.06034,nSEG,2,LIDAR,0.0148131,0.13966,0.7796368421052632,0.6983,0.7389684210526316
M9420,1e-05,1e-06,-0.25,0.25,0.08,0.0041734,0.07345,nSEG,2,LIDAR,0.014826599999999999,0.12655,0.7803473684210526,0.6327499999999999,0.7065486842105262
M9421,1e-05,1e-06,-0.25,0.5,0.03,0.0041987,0.04755,nSEG,2,LIDAR,0.0148013,0.15245,0.7790157894736842,0.76225,0.7706328947368422
M9422,1e-05,1e-06,-0.25,0.5,0.035,0.0041958,0.05078,nSEG,2,LIDAR,0.0148042,0.14922000000000002,0.7791684210526316,0.7461000000000001,0.7626342105263159
M9423,1e-05,1e-06,-0.25,0.5,0.04,0.0041931,0.05337,nSEG,2,LIDAR,0.0148069,0.14663,0.7793105263157895,0.73315,0.7562302631578948
M9424,1e-05,1e-06,-0.25,0.5,0.05,0.004188,0.05818,nSEG,2,LIDAR,0.014811999999999999,0.14182,0.779578947368421,0.7091,0.7443394736842105
M9425,1e-05,1e-06,-0.25,0.5,0.08,0.0041748,0.07061,nSEG,2,LIDAR,0.0148252,0.12939,0.7802736842105263,0.64695,0.7136118421052632
M9426,1e-05,1e-06,0.0,-0.5,0.03,0.0041946,0.05912,nSEG,2,LIDAR,0.0148054,0.14088,0.7792315789473684,0.7044,0.7418157894736842
M9427,1e-05,1e-06,0.0,-0.5,0.035,0.0041913,0.06292,nSEG,2,LIDAR,0.0148087,0.13708,0.7794052631578947,0.6854,0.7324026315789474
M9428,1e-05,1e-06,0.0,-0.5,0.04,0.0041882,0.0665,nSEG,2,LIDAR,0.0148118,0.1335,0.7795684210526316,0.6675,0.7235342105263158
M9429,1e-05,1e-06,0.0,-0.5,0.05,0.0041824,0.07314,nSEG,2,LIDAR,0.0148176,0.12686000000000003,0.7798736842105264,0.6343000000000001,0.7070868421052632
M9430,1e-05,1e-06,0.0,-0.5,0.08,0.0041673,0.09023,nSEG,2,LIDAR,0.0148327,0.10977,0.7806684210526317,0.54885,0.6647592105263158
M9431,1e-05,1e-06,0.0,-0.25,0.03,0.0041968,0.05461,nSEG,2,LIDAR,0.014803199999999999,0.14539000000000002,0.7791157894736842,0.7269500000000001,0.7530328947368421
M9432,1e-05,1e-06,0.0,-0.25,0.035,0.0041937,0.05798,nSEG,2,LIDAR,0.0148063,0.14202,0.7792789473684211,0.7101,0.7446894736842105
M9433,1e-05,1e-06,0.0,-0.25,0.04,0.0041908,0.06116,nSEG,2,LIDAR,0.0148092,0.13884000000000002,0.7794315789473685,0.6942,0.7368157894736842
M9434,1e-05,1e-06,0.0,-0.25,0.05,0.0041854,0.06706,nSEG,2,LIDAR,0.0148146,0.13294,0.7797157894736843,0.6647,0.7222078947368421
M9435,1e-05,1e-06,0.0,-0.25,0.08,0.0041713,0.08227,nSEG,2,LIDAR,0.0148287,0.11773000000000002,0.7804578947368421,0.58865,0.684553947368421
M9436,1e-05,1e-06,0.0,0.0,0.03,0.0041982,0.05172,nSEG,2,LIDAR,0.0148018,0.14828000000000002,0.779042105263158,0.7414000000000001,0.760221052631579
M9437,1e-05,1e-06,0.0,0.0,0.035,0.0041953,0.05482,nSEG,2,LIDAR,0.0148047,0.14518,0.7791947368421053,0.7259,0.7525473684210526
M9438,1e-05,1e-06,0.0,0.0,0.04,0.0041925,0.05774,nSEG,2,LIDAR,0.0148075,0.14226,0.7793421052631578,0.7112999999999999,0.7453210526315789
M9439,1e-05,1e-06,0.0,0.0,0.05,0.0041873,0.06316,nSEG,2,LIDAR,0.0148127,0.13684000000000002,0.7796157894736843,0.6842,0.7319078947368421
M9440,1e-05,1e-06,0.0,0.0,0.08,0.0041739,0.07715,nSEG,2,LIDAR,0.014826099999999998,0.12285000000000001,0.7803210526315789,0.6142500000000001,0.6972855263157896
M9441,1e-05,1e-06,0.0,0.25,0.03,0.0041992,0.04955,nSEG,2,LIDAR,0.0148008,0.15045000000000003,0.7789894736842106,0.7522500000000001,0.7656197368421054
M9442,1e-05,1e-06,0.0,0.25,0.035,0.0041964,0.05254,nSEG,2,LIDAR,0.0148036,0.14746,0.7791368421052631,0.7373,0.7582184210526315
M9443,1e-05,1e-06,0.0,0.25,0.04,0.0041937,0.05527,nSEG,2,LIDAR,0.0148063,0.14473000000000003,0.7792789473684211,0.7236500000000001,0.7514644736842107
M9444,1e-05,1e-06,0.0,0.25,0.05,0.0041887,0.06035,nSEG,2,LIDAR,0.0148113,0.13965,0.7795421052631579,0.6982499999999999,0.7388960526315789
M9445,1e-05,1e-06,0.0,0.25,0.08,0.0041757,0.07346,nSEG,2,LIDAR,0.014824299999999999,0.12654,0.7802263157894737,0.6327,0.7064631578947369
M9446,1e-05,1e-06,0.0,0.5,0.03,0.0042,0.04755,nSEG,2,LIDAR,0.0148,0.15245,0.7789473684210527,0.76225,0.7705986842105264
M9447,1e-05,1e-06,0.0,0.5,0.035,0.0041973,0.05079,nSEG,2,LIDAR,0.014802699999999998,0.14921,0.7790894736842104,0.74605,0.7625697368421052
M9448,1e-05,1e-06,0.0,0.5,0.04,0.0041947,0.05338,nSEG,2,LIDAR,0.0148053,0.14662000000000003,0.7792263157894738,0.7331000000000001,0.756163157894737
M9449,1e-05,1e-06,0.0,0.5,0.05,0.0041898,0.05819,nSEG,2,LIDAR,0.014810199999999999,0.14181000000000002,0.7794842105263158,0.7090500000000001,0.744267105263158
M9450,1e-05,1e-06,0.0,0.5,0.08,0.0041772,0.07062,nSEG,2,LIDAR,0.0148228,0.12938,0.7801473684210527,0.6468999999999999,0.7135236842105264
M9451,1e-05,1e-06,0.25,-0.5,0.03,0.0041955,0.05912,nSEG,2,LIDAR,0.0148045,0.14088,0.7791842105263158,0.7044,0.741792105263158
M9452,1e-05,1e-06,0.25,-0.5,0.035,0.0041923,0.06293,nSEG,2,LIDAR,0.0148077,0.13707000000000003,0.7793526315789474,0.6853500000000001,0.7323513157894738
M9453,1e-05,1e-06,0.25,-0.5,0.04,0.0041893,0.06651,nSEG,2,LIDAR,0.0148107,0.13349,0.7795105263157894,0.66745,0.7234802631578947
M9454,1e-05,1e-06,0.25,-0.5,0.05,0.0041836,0.07315,nSEG,2,LIDAR,0.0148164,0.12685000000000002,0.7798105263157895,0.6342500000000001,0.7070302631578949
M9455,1e-05,1e-06,0.25,-0.5,0.08,0.004169,0.09025,nSEG,2,LIDAR,0.014831,0.10975000000000001,0.7805789473684211,0.5487500000000001,0.6646644736842107
M9456,1e-05,1e-06,0.25,-0.25,0.03,0.0041977,0.05461,nSEG,2,LIDAR,0.0148023,0.14539000000000002,0.7790684210526315,0.7269500000000001,0.7530092105263158
M9457,1e-05,1e-06,0.25,-0.25,0.035,0.0041947,0.05799,nSEG,2,LIDAR,0.0148053,0.14201000000000003,0.7792263157894738,0.7100500000000001,0.744638157894737
M9458,1e-05,1e-06,0.25,-0.25,0.04,0.0041919,0.06117,nSEG,2,LIDAR,0.0148081,0.13883,0.7793736842105263,0.69415,0.7367618421052632
M9459,1e-05,1e-06,0.25,-0.25,0.05,0.0041867,0.06706,nSEG,2,LIDAR,0.0148133,0.13294,0.7796473684210526,0.6647,0.7221736842105263
M9460,1e-05,1e-06,0.25,-0.25,0.08,0.004173,0.08228,nSEG,2,LIDAR,0.014827,0.11772,0.7803684210526316,0.5886,0.6844842105263158
M9461,1e-05,1e-06,0.25,0.0,0.03,0.0041992,0.05172,nSEG,2,LIDAR,0.0148008,0.14828000000000002,0.7789894736842106,0.7414000000000001,0.7601947368421054
M9462,1e-05,1e-06,0.25,0.0,0.035,0.0041963,0.05482,nSEG,2,LIDAR,0.0148037,0.14518,0.7791421052631579,0.7259,0.7525210526315789
M9463,1e-05,1e-06,0.25,0.0,0.04,0.0041936,0.05774,nSEG,2,LIDAR,0.0148064,0.14226,0.7792842105263158,0.7112999999999999,0.7452921052631578
M9464,1e-05,1e-06,0.25,0.0,0.05,0.0041886,0.06317,nSEG,2,LIDAR,0.014811399999999999,0.13683,0.7795473684210525,0.68415,0.7318486842105263
M9465,1e-05,1e-06,0.25,0.0,0.08,0.0041756,0.07716,nSEG,2,LIDAR,0.0148244,0.12284,0.7802315789473684,0.6142,0.6972157894736841
M9466,1e-05,1e-06,0.25,0.25,0.03,0.0042002,0.04956,nSEG,2,LIDAR,0.014799799999999998,0.15044000000000002,0.778936842105263,0.7522000000000001,0.7655684210526316
M9467,1e-05,1e-06,0.25,0.25,0.035,0.0041974,0.05254,nSEG,2,LIDAR,0.014802599999999999,0.14746,0.7790842105263157,0.7373,0.7581921052631578
M9468,1e-05,1e-06,0.25,0.25,0.04,0.0041948,0.05528,nSEG,2,LIDAR,0.0148052,0.14472000000000002,0.7792210526315789,0.7236,0.7514105263157895
M9469,1e-05,1e-06,0.25,0.25,0.05,0.00419,0.06036,nSEG,2,LIDAR,0.01481,0.13964000000000001,0.7794736842105263,0.6982,0.7388368421052631
M9470,1e-05,1e-06,0.25,0.25,0.08,0.0041774,0.07348,nSEG,2,LIDAR,0.014822599999999998,0.12652000000000002,0.7801368421052631,0.6326,0.7063684210526315
M9471,1e-05,1e-06,0.25,0.5,0.03,0.0042009,0.04756,nSEG,2,LIDAR,0.014799099999999999,0.15244000000000002,0.7788999999999999,0.7622000000000001,0.7705500000000001
M9472,1e-05,1e-06,0.25,0.5,0.035,0.0041983,0.05079,nSEG,2,LIDAR,0.0148017,0.14921,0.7790368421052631,0.74605,0.7625434210526316
M9473,1e-05,1e-06,0.25,0.5,0.04,0.0041958,0.05338,nSEG,2,LIDAR,0.0148042,0.14662000000000003,0.7791684210526316,0.7331000000000001,0.7561342105263158
M9474,1e-05,1e-06,0.25,0.5,0.05,0.0041911,0.0582,nSEG,2,LIDAR,0.0148089,0.1418,0.7794157894736842,0.709,0.744207894736842
M9475,1e-05,1e-06,0.25,0.5,0.08,0.0041789,0.07064,nSEG,2,LIDAR,0.0148211,0.12936000000000003,0.7800578947368422,0.6468000000000002,0.7134289473684212
M9476,1e-05,1e-06,0.5,-0.5,0.03,0.0041962,0.05913,nSEG,2,LIDAR,0.014803799999999999,0.14087,0.7791473684210526,0.7043499999999999,0.7417486842105263
M9477,1e-05,1e-06,0.5,-0.5,0.035,0.0041931,0.06293,nSEG,2,LIDAR,0.0148069,0.13707000000000003,0.7793105263157895,0.6853500000000001,0.7323302631578947
M9478,1e-05,1e-06,0.5,-0.5,0.04,0.0041901,0.06651,nSEG,2,LIDAR,0.014809899999999999,0.13349,0.7794684210526316,0.66745,0.7234592105263158
M9479,1e-05,1e-06,0.5,-0.5,0.05,0.0041846,0.07315,nSEG,2,LIDAR,0.0148154,0.12685000000000002,0.7797578947368421,0.6342500000000001,0.7070039473684211
M9480,1e-05,1e-06,0.5,-0.5,0.08,0.0041703,0.09026,nSEG,2,LIDAR,0.0148297,0.10974,0.7805105263157894,0.5487,0.6646052631578947
M9481,1e-05,1e-06,0.5,-0.25,0.03,0.0041985,0.05461,nSEG,2,LIDAR,0.014801499999999999,0.14539000000000002,0.7790263157894737,0.7269500000000001,0.7529881578947368
M9482,1e-05,1e-06,0.5,-0.25,0.035,0.0041955,0.05799,nSEG,2,LIDAR,0.0148045,0.14201000000000003,0.7791842105263158,0.7100500000000001,0.7446171052631579
M9483,1e-05,1e-06,0.5,-0.25,0.04,0.0041928,0.06117,nSEG,2,LIDAR,0.0148072,0.13883,0.7793263157894736,0.69415,0.7367381578947368
M9484,1e-05,1e-06,0.5,-0.25,0.05,0.0041877,0.06707,nSEG,2,LIDAR,0.0148123,0.13293,0.7795947368421053,0.66465,0.7221223684210527
M9485,1e-05,1e-06,0.5,-0.25,0.08,0.0041743,0.08229,nSEG,2,LIDAR,0.0148257,0.11771000000000001,0.7803000000000001,0.58855,0.6844250000000001
M9486,1e-05,1e-06,0.5,0.0,0.03,0.0041999,0.05172,nSEG,2,LIDAR,0.0148001,0.14828000000000002,0.7789526315789473,0.7414000000000001,0.7601763157894736
M9487,1e-05,1e-06,0.5,0.0,0.035,0.0041971,0.05482,nSEG,2,LIDAR,0.0148029,0.14518,0.7791,0.7259,0.7525
M9488,1e-05,1e-06,0.5,0.0,0.04,0.0041945,0.05775,nSEG,2,LIDAR,0.0148055,0.14225000000000002,0.7792368421052631,0.71125,0.7452434210526315
M9489,1e-05,1e-06,0.5,0.0,0.05,0.0041896,0.06317,nSEG,2,LIDAR,0.0148104,0.13683,0.7794947368421052,0.68415,0.7318223684210526
M9490,1e-05,1e-06,0.5,0.0,0.08,0.0041769,0.07717,nSEG,2,LIDAR,0.014823099999999999,0.12283000000000001,0.7801631578947368,0.61415,0.6971565789473684
M9491,1e-05,1e-06,0.5,0.25,0.03,0.0042009,0.04956,nSEG,2,LIDAR,0.014799099999999999,0.15044000000000002,0.7788999999999999,0.7522000000000001,0.76555
M9492,1e-05,1e-06,0.5,0.25,0.035,0.0041982,0.05255,nSEG,2,LIDAR,0.0148018,0.14745000000000003,0.779042105263158,0.7372500000000001,0.7581460526315791
M9493,1e-05,1e-06,0.5,0.25,0.04,0.0041957,0.05528,nSEG,2,LIDAR,0.0148043,0.14472000000000002,0.7791736842105264,0.7236,0.7513868421052632
M9494,1e-05,1e-06,0.5,0.25,0.05,0.004191,0.06036,nSEG,2,LIDAR,0.014809,0.13964000000000001,0.7794210526315789,0.6982,0.7388105263157895
M9495,1e-05,1e-06,0.5,0.25,0.08,0.0041787,0.07349,nSEG,2,LIDAR,0.014821299999999999,0.12651,0.7800684210526315,0.6325500000000001,0.7063092105263158
M9496,1e-05,1e-06,0.5,0.5,0.03,0.0042017,0.04756,nSEG,2,LIDAR,0.0147983,0.15244000000000002,0.7788578947368422,0.7622000000000001,0.7705289473684211
M9497,1e-05,1e-06,0.5,0.5,0.035,0.0041991,0.0508,nSEG,2,LIDAR,0.014800899999999999,0.1492,0.7789947368421052,0.746,0.7624973684210525
M9498,1e-05,1e-06,0.5,0.5,0.04,0.0041966,0.05339,nSEG,2,LIDAR,0.0148034,0.14661000000000002,0.7791263157894737,0.7330500000000001,0.7560881578947369
M9499,1e-05,1e-06,0.5,0.5,0.05,0.0041921,0.0582,nSEG,2,LIDAR,0.014807899999999999,0.1418,0.7793631578947368,0.709,0.7441815789473684
M9500,1e-05,1e-06,0.5,0.5,0.08,0.0041802,0.07065,nSEG,2,LIDAR,0.0148198,0.12935000000000002,0.7799894736842105,0.64675,0.7133697368421053
M9501,1e-05,5.5e-06,-0.5,-0.5,0.03,0.0099552,0.08576,nSEG,2,LIDAR,0.009044799999999999,0.11424000000000001,0.4760421052631578,0.5712,0.523621052631579
M9502,1e-05,5.5e-06,-0.5,-0.5,0.035,0.0099409,0.09202,nSEG,2,LIDAR,0.009059099999999999,0.10798,0.4767947368421052,0.5399,0.5083473684210527
M9503,1e-05,5.5e-06,-0.5,-0.5,0.04,0.0099268,0.09791,nSEG,2,LIDAR,0.0090732,0.10209000000000001,0.47753684210526315,0.5104500000000001,0.4939934210526316
M9504,1e-05,5.5e-06,-0.5,-0.5,0.05,0.0098997,0.1088,nSEG,2,LIDAR,0.009100299999999999,0.09120000000000002,0.47896315789473676,0.45600000000000007,0.4674815789473684
M9505,1e-05,5.5e-06,-0.5,-0.5,0.08,0.0098294,0.1366,nSEG,2,LIDAR,0.0091706,0.06340000000000001,0.4826631578947368,0.31700000000000006,0.3998315789473684
M9506,1e-05,5.5e-06,-0.5,-0.25,0.03,0.0099705,0.07831,nSEG,2,LIDAR,0.0090295,0.12169,0.4752368421052631,0.60845,0.5418434210526316
M9507,1e-05,5.5e-06,-0.5,-0.25,0.035,0.0099574,0.08389,nSEG,2,LIDAR,0.0090426,0.11611,0.4759263157894737,0.58055,0.5282381578947368
M9508,1e-05,5.5e-06,-0.5,-0.25,0.04,0.0099449,0.08913,nSEG,2,LIDAR,0.0090551,0.11087000000000001,0.4765842105263158,0.55435,0.5154671052631579
M9509,1e-05,5.5e-06,-0.5,-0.25,0.05,0.0099219,0.09884,nSEG,2,LIDAR,0.009078099999999999,0.10116000000000001,0.4777947368421052,0.5058,0.4917973684210526
M9510,1e-05,5.5e-06,-0.5,-0.25,0.08,0.0098575,0.1237,nSEG,2,LIDAR,0.0091425,0.0763,0.48118421052631577,0.3815,0.43134210526315786
M9511,1e-05,5.5e-06,-0.5,0.0,0.03,0.00998,0.07352,nSEG,2,LIDAR,0.00902,0.12648,0.4747368421052632,0.6324,0.5535684210526316
M9512,1e-05,5.5e-06,-0.5,0.0,0.035,0.0099673,0.07865,nSEG,2,LIDAR,0.0090327,0.12135000000000001,0.4754052631578947,0.60675,0.5410776315789474
M9513,1e-05,5.5e-06,-0.5,0.0,0.04,0.0099567,0.08349,nSEG,2,LIDAR,0.009043299999999999,0.11651000000000002,0.4759631578947368,0.58255,0.5292565789473684
M9514,1e-05,5.5e-06,-0.5,0.0,0.05,0.0099355,0.09244,nSEG,2,LIDAR,0.0090645,0.10756000000000002,0.47707894736842105,0.5378000000000001,0.5074394736842105
M9515,1e-05,5.5e-06,-0.5,0.0,0.08,0.0098768,0.1154,nSEG,2,LIDAR,0.0091232,0.08460000000000001,0.4801684210526316,0.42300000000000004,0.4515842105263158
M9516,1e-05,5.5e-06,-0.5,0.25,0.03,0.009987,0.07007,nSEG,2,LIDAR,0.009013,0.12993000000000002,0.4743684210526316,0.6496500000000001,0.5620092105263158
M9517,1e-05,5.5e-06,-0.5,0.25,0.035,0.0099755,0.07489,nSEG,2,LIDAR,0.0090245,0.12511,0.4749736842105263,0.6255499999999999,0.5502618421052632
M9518,1e-05,5.5e-06,-0.5,0.25,0.04,0.0099642,0.07942,nSEG,2,LIDAR,0.0090358,0.12058,0.4755684210526316,0.6029,0.5392342105263158
M9519,1e-05,5.5e-06,-0.5,0.25,0.05,0.0099448,0.08782,nSEG,2,LIDAR,0.0090552,0.11218000000000002,0.4765894736842105,0.5609000000000001,0.5187447368421053
M9520,1e-05,5.5e-06,-0.5,0.25,0.08,0.0098902,0.1094,nSEG,2,LIDAR,0.0091098,0.09060000000000001,0.4794631578947368,0.45300000000000007,0.46623157894736844
M9521,1e-05,5.5e-06,-0.5,0.5,0.03,0.0099925,0.06741,nSEG,2,LIDAR,0.0090075,0.13259,0.47407894736842104,0.66295,0.5685144736842105
M9522,1e-05,5.5e-06,-0.5,0.5,0.035,0.0099814,0.07198,nSEG,2,LIDAR,0.0090186,0.12802000000000002,0.47466315789473684,0.6401000000000001,0.5573815789473685
M9523,1e-05,5.5e-06,-0.5,0.5,0.04,0.0099706,0.07628,nSEG,2,LIDAR,0.0090294,0.12372000000000001,0.47523157894736845,0.6186,0.5469157894736842
M9524,1e-05,5.5e-06,-0.5,0.5,0.05,0.0099522,0.08425,nSEG,2,LIDAR,0.0090478,0.11575,0.4762,0.57875,0.527475
M9525,1e-05,5.5e-06,-0.5,0.5,0.08,0.0099012,0.1047,nSEG,2,LIDAR,0.009098799999999999,0.09530000000000001,0.47888421052631575,0.47650000000000003,0.47769210526315786
M9526,1e-05,5.5e-06,-0.25,-0.5,0.03,0.0099572,0.08577,nSEG,2,LIDAR,0.0090428,0.11423000000000001,0.47593684210526316,0.57115,0.5235434210526316
M9527,1e-05,5.5e-06,-0.25,-0.5,0.035,0.009943,0.09203,nSEG,2,LIDAR,0.009056999999999999,0.10797000000000001,0.47668421052631577,0.53985,0.5082671052631579
M9528,1e-05,5.5e-06,-0.25,-0.5,0.04,0.0099291,0.09792,nSEG,2,LIDAR,0.0090709,0.10208000000000002,0.47741578947368424,0.5104000000000001,0.49390789473684216
M9529,1e-05,5.5e-06,-0.25,-0.5,0.05,0.0099023,0.1088,nSEG,2,LIDAR,0.0090977,0.09120000000000002,0.4788263157894737,0.45600000000000007,0.4674131578947369
