model,package,kt,ka,st_coeff,sa_coeff,n,flow_out_reach,stream_depth,geom,icalc,elev,flow_diff,depth_diff,flow_perc_err,depth_perc_err,combined_perc_err
M6856,SFR,1.00E-05,0.0001,0.5,-0.25,0.03,0.07727,0.1672,nSEG,1,LIDAR,-0.05827,0.0328,3.066842105,0.164,1.615421053
M6857,SFR,1.00E-05,0.0001,0.5,-0.25,0.035,0.077193,0.1833,nSEG,1,LIDAR,-0.058193,0.0167,3.062789474,0.0835,1.573144737
M6858,SFR,1.00E-05,0.0001,0.5,-0.25,0.04,0.077046,0.1984,nSEG,1,LIDAR,-0.058046,0.0016,3.055052632,0.008,1.531526316
M6859,SFR,1.00E-05,0.0001,0.5,-0.25,0.05,0.07684,0.2264,nSEG,1,LIDAR,-0.05784,-0.0264,3.044210526,0.132,1.588105263
M6860,SFR,1.00E-05,0.0001,0.5,-0.25,0.08,0.076266,0.2989,nSEG,1,LIDAR,-0.057266,-0.0989,3.014,0.4945,1.75425
M6861,SFR,1.00E-05,0.0001,0.5,0,0.03,0.077333,0.1534,nSEG,1,LIDAR,-0.058333,0.0466,3.070157895,0.233,1.651578947
M6862,SFR,1.00E-05,0.0001,0.5,0,0.035,0.077265,0.1682,nSEG,1,LIDAR,-0.058265,0.0318,3.066578947,0.159,1.612789474
M6863,SFR,1.00E-05,0.0001,0.5,0,0.04,0.077198,0.1822,nSEG,1,LIDAR,-0.058198,0.0178,3.063052632,0.089,1.576026316
M6864,SFR,1.00E-05,0.0001,0.5,0,0.05,0.076985,0.2079,nSEG,1,LIDAR,-0.057985,-0.0079,3.051842105,0.0395,1.545671053
M6865,SFR,1.00E-05,0.0001,0.5,0,0.08,0.076472,0.2746,nSEG,1,LIDAR,-0.057472,-0.0746,3.024842105,0.373,1.698921053
M6866,SFR,1.00E-05,0.0001,0.5,0.25,0.03,0.077376,0.1435,nSEG,1,LIDAR,-0.058376,0.0565,3.072421053,0.2825,1.677460526
M6867,SFR,1.00E-05,0.0001,0.5,0.25,0.035,0.077315,0.1574,nSEG,1,LIDAR,-0.058315,0.0426,3.069210526,0.213,1.641105263
M6868,SFR,1.00E-05,0.0001,0.5,0.25,0.04,0.077254,0.1704,nSEG,1,LIDAR,-0.058254,0.0296,3.066,0.148,1.607
M6869,SFR,1.00E-05,0.0001,0.5,0.25,0.05,0.077135,0.1947,nSEG,1,LIDAR,-0.058135,0.0053,3.059736842,0.0265,1.543118421
M6870,SFR,1.00E-05,0.0001,0.5,0.25,0.08,0.076611,0.2571,nSEG,1,LIDAR,-0.057611,-0.0571,3.032157895,0.2855,1.658828947
M6871,SFR,1.00E-05,0.0001,0.5,0.5,0.03,0.077408,0.1359,nSEG,1,LIDAR,-0.058408,0.0641,3.074105263,0.3205,1.697302632
M6872,SFR,1.00E-05,0.0001,0.5,0.5,0.035,0.077352,0.1491,nSEG,1,LIDAR,-0.058352,0.0509,3.071157895,0.2545,1.662828947
M6873,SFR,1.00E-05,0.0001,0.5,0.5,0.04,0.077295,0.1614,nSEG,1,LIDAR,-0.058295,0.0386,3.068157895,0.193,1.630578947
M6874,SFR,1.00E-05,0.0001,0.5,0.5,0.05,0.077186,0.1844,nSEG,1,LIDAR,-0.058186,0.0156,3.062421053,0.078,1.570210526
M6875,SFR,1.00E-05,0.0001,0.5,0.5,0.08,0.076713,0.2436,nSEG,1,LIDAR,-0.057713,-0.0436,3.037526316,0.218,1.627763158
M6876,SFR,5.50E-05,1.00E-06,-0.5,-0.5,0.03,0.015381,0.07173,nSEG,1,LIDAR,0.003619,0.12827,0.190473684,0.64135,0.415911842
M6877,SFR,5.50E-05,1.00E-06,-0.5,-0.5,0.035,0.015353,0.0786,nSEG,1,LIDAR,0.003647,0.1214,0.191947368,0.607,0.399473684
M6878,SFR,5.50E-05,1.00E-06,-0.5,-0.5,0.04,0.015328,0.08507,nSEG,1,LIDAR,0.003672,0.11493,0.193263158,0.57465,0.383956579
M6879,SFR,5.50E-05,1.00E-06,-0.5,-0.5,0.05,0.015281,0.09708,nSEG,1,LIDAR,0.003719,0.10292,0.195736842,0.5146,0.355168421
M6880,SFR,5.50E-05,1.00E-06,-0.5,-0.5,0.08,0.015158,0.1281,nSEG,1,LIDAR,0.003842,0.0719,0.202210526,0.3595,0.280855263
M6881,SFR,5.50E-05,1.00E-06,-0.5,-0.25,0.03,0.015385,0.06353,nSEG,1,LIDAR,0.003615,0.13647,0.190263158,0.68235,0.436306579
M6882,SFR,5.50E-05,1.00E-06,-0.5,-0.25,0.035,0.015358,0.06961,nSEG,1,LIDAR,0.003642,0.13039,0.191684211,0.65195,0.421817105
M6883,SFR,5.50E-05,1.00E-06,-0.5,-0.25,0.04,0.015333,0.07534,nSEG,1,LIDAR,0.003667,0.12466,0.193,0.6233,0.40815
M6884,SFR,5.50E-05,1.00E-06,-0.5,-0.25,0.05,0.015287,0.08598,nSEG,1,LIDAR,0.003713,0.11402,0.195421053,0.5701,0.382760526
M6885,SFR,5.50E-05,1.00E-06,-0.5,-0.25,0.08,0.015166,0.1134,nSEG,1,LIDAR,0.003834,0.0866,0.201789474,0.433,0.317394737
M6886,SFR,5.50E-05,1.00E-06,-0.5,0,0.03,0.015388,0.05828,nSEG,1,LIDAR,0.003612,0.14172,0.190105263,0.7086,0.449352632
M6887,SFR,5.50E-05,1.00E-06,-0.5,0,0.035,0.015362,0.06386,nSEG,1,LIDAR,0.003638,0.13614,0.191473684,0.6807,0.436086842
M6888,SFR,5.50E-05,1.00E-06,-0.5,0,0.04,0.015337,0.06912,nSEG,1,LIDAR,0.003663,0.13088,0.192789474,0.6544,0.423594737
M6889,SFR,5.50E-05,1.00E-06,-0.5,0,0.05,0.015291,0.07888,nSEG,1,LIDAR,0.003709,0.12112,0.195210526,0.6056,0.400405263
M6890,SFR,5.50E-05,1.00E-06,-0.5,0,0.08,0.015171,0.1041,nSEG,1,LIDAR,0.003829,0.0959,0.201526316,0.4795,0.340513158
M6891,SFR,5.50E-05,1.00E-06,-0.5,0.25,0.03,0.01539,0.05451,nSEG,1,LIDAR,0.00361,0.14549,0.19,0.72745,0.458725
M6892,SFR,5.50E-05,1.00E-06,-0.5,0.25,0.035,0.015364,0.05973,nSEG,1,LIDAR,0.003636,0.14027,0.191368421,0.70135,0.446359211
M6893,SFR,5.50E-05,1.00E-06,-0.5,0.25,0.04,0.015339,0.06465,nSEG,1,LIDAR,0.003661,0.13535,0.192684211,0.67675,0.434717105
M6894,SFR,5.50E-05,1.00E-06,-0.5,0.25,0.05,0.015294,0.07378,nSEG,1,LIDAR,0.003706,0.12622,0.195052632,0.6311,0.413076316
M6895,SFR,5.50E-05,1.00E-06,-0.5,0.25,0.08,0.015175,0.09737,nSEG,1,LIDAR,0.003825,0.10263,0.201315789,0.51315,0.357232895
M6896,SFR,5.50E-05,1.00E-06,-0.5,0.5,0.03,0.015392,0.05161,nSEG,1,LIDAR,0.003608,0.14839,0.189894737,0.74195,0.465922368
M6897,SFR,5.50E-05,1.00E-06,-0.5,0.5,0.035,0.015366,0.05656,nSEG,1,LIDAR,0.003634,0.14344,0.191263158,0.7172,0.454231579
M6898,SFR,5.50E-05,1.00E-06,-0.5,0.5,0.04,0.015341,0.06122,nSEG,1,LIDAR,0.003659,0.13878,0.192578947,0.6939,0.443239474
M6899,SFR,5.50E-05,1.00E-06,-0.5,0.5,0.05,0.015296,0.06986,nSEG,1,LIDAR,0.003704,0.13014,0.194947368,0.6507,0.422823684
M6900,SFR,5.50E-05,1.00E-06,-0.5,0.5,0.08,0.015178,0.09219,nSEG,1,LIDAR,0.003822,0.10781,0.201157895,0.53905,0.370103947
M6901,SFR,5.50E-05,1.00E-06,-0.25,-0.5,0.03,0.015408,0.07181,nSEG,1,LIDAR,0.003592,0.12819,0.189052632,0.64095,0.415001316
M6902,SFR,5.50E-05,1.00E-06,-0.25,-0.5,0.035,0.015384,0.07869,nSEG,1,LIDAR,0.003616,0.12131,0.190315789,0.60655,0.398432895
M6903,SFR,5.50E-05,1.00E-06,-0.25,-0.5,0.04,0.015361,0.08518,nSEG,1,LIDAR,0.003639,0.11482,0.191526316,0.5741,0.382813158
M6904,SFR,5.50E-05,1.00E-06,-0.25,-0.5,0.05,0.015318,0.09722,nSEG,1,LIDAR,0.003682,0.10278,0.193789474,0.5139,0.353844737
M6905,SFR,5.50E-05,1.00E-06,-0.25,-0.5,0.08,0.015207,0.1283,nSEG,1,LIDAR,0.003793,0.0717,0.199631579,0.3585,0.279065789
M6906,SFR,5.50E-05,1.00E-06,-0.25,-0.25,0.03,0.015413,0.06359,nSEG,1,LIDAR,0.003587,0.13641,0.188789474,0.68205,0.435419737
M6907,SFR,5.50E-05,1.00E-06,-0.25,-0.25,0.035,0.015389,0.06969,nSEG,1,LIDAR,0.003611,0.13031,0.190052632,0.65155,0.420801316
M6908,SFR,5.50E-05,1.00E-06,-0.25,-0.25,0.04,0.015366,0.07544,nSEG,1,LIDAR,0.003634,0.12456,0.191263158,0.6228,0.407031579
M6909,SFR,5.50E-05,1.00E-06,-0.25,-0.25,0.05,0.015324,0.08611,nSEG,1,LIDAR,0.003676,0.11389,0.193473684,0.56945,0.381461842
M6910,SFR,5.50E-05,1.00E-06,-0.25,-0.25,0.08,0.015215,0.1137,nSEG,1,LIDAR,0.003785,0.0863,0.199210526,0.4315,0.315355263
M6911,SFR,5.50E-05,1.00E-06,-0.25,0,0.03,0.015416,0.05834,nSEG,1,LIDAR,0.003584,0.14166,0.188631579,0.7083,0.448465789
M6912,SFR,5.50E-05,1.00E-06,-0.25,0,0.035,0.015392,0.06394,nSEG,1,LIDAR,0.003608,0.13606,0.189894737,0.6803,0.435097368
M6913,SFR,5.50E-05,1.00E-06,-0.25,0,0.04,0.015369,0.06921,nSEG,1,LIDAR,0.003631,0.13079,0.191105263,0.65395,0.422527632
M6914,SFR,5.50E-05,1.00E-06,-0.25,0,0.05,0.015328,0.079,nSEG,1,LIDAR,0.003672,0.121,0.193263158,0.605,0.399131579
M6915,SFR,5.50E-05,1.00E-06,-0.25,0,0.08,0.01522,0.1043,nSEG,1,LIDAR,0.00378,0.0957,0.198947368,0.4785,0.338723684
M6916,SFR,5.50E-05,1.00E-06,-0.25,0.25,0.03,0.015418,0.05457,nSEG,1,LIDAR,0.003582,0.14543,0.188526316,0.72715,0.457838158
M6917,SFR,5.50E-05,1.00E-06,-0.25,0.25,0.035,0.015394,0.0598,nSEG,1,LIDAR,0.003606,0.1402,0.189789474,0.701,0.445394737
M6918,SFR,5.50E-05,1.00E-06,-0.25,0.25,0.04,0.015372,0.06474,nSEG,1,LIDAR,0.003628,0.13526,0.190947368,0.6763,0.433623684
M6919,SFR,5.50E-05,1.00E-06,-0.25,0.25,0.05,0.015331,0.07389,nSEG,1,LIDAR,0.003669,0.12611,0.193105263,0.63055,0.411827632
M6920,SFR,5.50E-05,1.00E-06,-0.25,0.25,0.08,0.015224,0.09755,nSEG,1,LIDAR,0.003776,0.10245,0.198736842,0.51225,0.355493421
M6921,SFR,5.50E-05,1.00E-06,-0.25,0.5,0.03,0.015419,0.05167,nSEG,1,LIDAR,0.003581,0.14833,0.188473684,0.74165,0.465061842
M6922,SFR,5.50E-05,1.00E-06,-0.25,0.5,0.035,0.015396,0.05662,nSEG,1,LIDAR,0.003604,0.14338,0.189684211,0.7169,0.453292105
M6923,SFR,5.50E-05,1.00E-06,-0.25,0.5,0.04,0.015374,0.06129,nSEG,1,LIDAR,0.003626,0.13871,0.190842105,0.69355,0.442196053
M6924,SFR,5.50E-05,1.00E-06,-0.25,0.5,0.05,0.015333,0.06996,nSEG,1,LIDAR,0.003667,0.13004,0.193,0.6502,0.4216
M6925,SFR,5.50E-05,1.00E-06,-0.25,0.5,0.08,0.015227,0.09237,nSEG,1,LIDAR,0.003773,0.10763,0.198578947,0.53815,0.368364474
M6926,SFR,5.50E-05,1.00E-06,0,-0.5,0.03,0.015426,0.07186,nSEG,1,LIDAR,0.003574,0.12814,0.188105263,0.6407,0.414402632
M6927,SFR,5.50E-05,1.00E-06,0,-0.5,0.035,0.015403,0.07875,nSEG,1,LIDAR,0.003597,0.12125,0.189315789,0.60625,0.397782895
M6928,SFR,5.50E-05,1.00E-06,0,-0.5,0.04,0.015381,0.08525,nSEG,1,LIDAR,0.003619,0.11475,0.190473684,0.57375,0.382111842
M6929,SFR,5.50E-05,1.00E-06,0,-0.5,0.05,0.015341,0.09731,nSEG,1,LIDAR,0.003659,0.10269,0.192578947,0.51345,0.353014474
M6930,SFR,5.50E-05,1.00E-06,0,-0.5,0.08,0.015238,0.1285,nSEG,1,LIDAR,0.003762,0.0715,0.198,0.3575,0.27775
M6931,SFR,5.50E-05,1.00E-06,0,-0.25,0.03,0.01543,0.06364,nSEG,1,LIDAR,0.00357,0.13636,0.187894737,0.6818,0.434847368
M6932,SFR,5.50E-05,1.00E-06,0,-0.25,0.035,0.015408,0.06974,nSEG,1,LIDAR,0.003592,0.13026,0.189052632,0.6513,0.420176316
M6933,SFR,5.50E-05,1.00E-06,0,-0.25,0.04,0.015387,0.0755,nSEG,1,LIDAR,0.003613,0.1245,0.190157895,0.6225,0.406328947
M6934,SFR,5.50E-05,1.00E-06,0,-0.25,0.05,0.015348,0.08619,nSEG,1,LIDAR,0.003652,0.11381,0.192210526,0.56905,0.380630263
M6935,SFR,5.50E-05,1.00E-06,0,-0.25,0.08,0.015246,0.1138,nSEG,1,LIDAR,0.003754,0.0862,0.197578947,0.431,0.314289474
M6936,SFR,5.50E-05,1.00E-06,0,0,0.03,0.015433,0.05838,nSEG,1,LIDAR,0.003567,0.14162,0.187736842,0.7081,0.447918421
M6937,SFR,5.50E-05,1.00E-06,0,0,0.035,0.015411,0.06399,nSEG,1,LIDAR,0.003589,0.13601,0.188894737,0.68005,0.434472368
M6938,SFR,5.50E-05,1.00E-06,0,0,0.04,0.01539,0.06927,nSEG,1,LIDAR,0.00361,0.13073,0.19,0.65365,0.421825
M6939,SFR,5.50E-05,1.00E-06,0,0,0.05,0.015352,0.07907,nSEG,1,LIDAR,0.003648,0.12093,0.192,0.60465,0.398325
M6940,SFR,5.50E-05,1.00E-06,0,0,0.08,0.015252,0.1044,nSEG,1,LIDAR,0.003748,0.0956,0.197263158,0.478,0.337631579
M6941,SFR,5.50E-05,1.00E-06,0,0.25,0.03,0.015435,0.05461,nSEG,1,LIDAR,0.003565,0.14539,0.187631579,0.72695,0.457290789
M6942,SFR,5.50E-05,1.00E-06,0,0.25,0.035,0.015413,0.05985,nSEG,1,LIDAR,0.003587,0.14015,0.188789474,0.70075,0.444769737
M6943,SFR,5.50E-05,1.00E-06,0,0.25,0.04,0.015393,0.06479,nSEG,1,LIDAR,0.003607,0.13521,0.189842105,0.67605,0.432946053
M6944,SFR,5.50E-05,1.00E-06,0,0.25,0.05,0.015354,0.07396,nSEG,1,LIDAR,0.003646,0.12604,0.191894737,0.6302,0.411047368
M6945,SFR,5.50E-05,1.00E-06,0,0.25,0.08,0.015255,0.09767,nSEG,1,LIDAR,0.003745,0.10233,0.197105263,0.51165,0.354377632
M6946,SFR,5.50E-05,1.00E-06,0,0.5,0.03,0.015437,0.0517,nSEG,1,LIDAR,0.003563,0.1483,0.187526316,0.7415,0.464513158
M6947,SFR,5.50E-05,1.00E-06,0,0.5,0.035,0.015415,0.05667,nSEG,1,LIDAR,0.003585,0.14333,0.188684211,0.71665,0.452667105
M6948,SFR,5.50E-05,1.00E-06,0,0.5,0.04,0.015395,0.06134,nSEG,1,LIDAR,0.003605,0.13866,0.189736842,0.6933,0.441518421
M6949,SFR,5.50E-05,1.00E-06,0,0.5,0.05,0.015357,0.07003,nSEG,1,LIDAR,0.003643,0.12997,0.191736842,0.64985,0.420793421
M6950,SFR,5.50E-05,1.00E-06,0,0.5,0.08,0.015258,0.09249,nSEG,1,LIDAR,0.003742,0.10751,0.196947368,0.53755,0.367248684
M6951,SFR,5.50E-05,1.00E-06,0.25,-0.5,0.03,0.015438,0.07189,nSEG,1,LIDAR,0.003562,0.12811,0.187473684,0.64055,0.414011842
M6952,SFR,5.50E-05,1.00E-06,0.25,-0.5,0.035,0.015417,0.07879,nSEG,1,LIDAR,0.003583,0.12121,0.188578947,0.60605,0.397314474
M6953,SFR,5.50E-05,1.00E-06,0.25,-0.5,0.04,0.015396,0.0853,nSEG,1,LIDAR,0.003604,0.1147,0.189684211,0.5735,0.381592105
M6954,SFR,5.50E-05,1.00E-06,0.25,-0.5,0.05,0.015359,0.09737,nSEG,1,LIDAR,0.003641,0.10263,0.191631579,0.51315,0.352390789
M6955,SFR,5.50E-05,1.00E-06,0.25,-0.5,0.08,0.015261,0.1286,nSEG,1,LIDAR,0.003739,0.0714,0.196789474,0.357,0.276894737
M6956,SFR,5.50E-05,1.00E-06,0.25,-0.25,0.03,0.015443,0.06367,nSEG,1,LIDAR,0.003557,0.13633,0.187210526,0.68165,0.434430263
M6957,SFR,5.50E-05,1.00E-06,0.25,-0.25,0.035,0.015422,0.06978,nSEG,1,LIDAR,0.003578,0.13022,0.188315789,0.6511,0.419707895
M6958,SFR,5.50E-05,1.00E-06,0.25,-0.25,0.04,0.015402,0.07554,nSEG,1,LIDAR,0.003598,0.12446,0.189368421,0.6223,0.405834211
M6959,SFR,5.50E-05,1.00E-06,0.25,-0.25,0.05,0.015365,0.08624,nSEG,1,LIDAR,0.003635,0.11376,0.191315789,0.5688,0.380057895
M6960,SFR,5.50E-05,1.00E-06,0.25,-0.25,0.08,0.015269,0.1139,nSEG,1,LIDAR,0.003731,0.0861,0.196368421,0.4305,0.313434211
M6961,SFR,5.50E-05,1.00E-06,0.25,0,0.03,0.015446,0.05841,nSEG,1,LIDAR,0.003554,0.14159,0.187052632,0.70795,0.447501316
M6962,SFR,5.50E-05,1.00E-06,0.25,0,0.035,0.015425,0.06402,nSEG,1,LIDAR,0.003575,0.13598,0.188157895,0.6799,0.434028947
M6963,SFR,5.50E-05,1.00E-06,0.25,0,0.04,0.015405,0.06931,nSEG,1,LIDAR,0.003595,0.13069,0.189210526,0.65345,0.421330263
M6964,SFR,5.50E-05,1.00E-06,0.25,0,0.05,0.015369,0.07912,nSEG,1,LIDAR,0.003631,0.12088,0.191105263,0.6044,0.397752632
M6965,SFR,5.50E-05,1.00E-06,0.25,0,0.08,0.015274,0.1045,nSEG,1,LIDAR,0.003726,0.0955,0.196105263,0.4775,0.336802632
M6966,SFR,5.50E-05,1.00E-06,0.25,0.25,0.03,0.015448,0.05463,nSEG,1,LIDAR,0.003552,0.14537,0.186947368,0.72685,0.456898684
M6967,SFR,5.50E-05,1.00E-06,0.25,0.25,0.035,0.015427,0.05988,nSEG,1,LIDAR,0.003573,0.14012,0.188052632,0.7006,0.444326316
M6968,SFR,5.50E-05,1.00E-06,0.25,0.25,0.04,0.015408,0.06483,nSEG,1,LIDAR,0.003592,0.13517,0.189052632,0.67585,0.432451316
M6969,SFR,5.50E-05,1.00E-06,0.25,0.25,0.05,0.015372,0.07401,nSEG,1,LIDAR,0.003628,0.12599,0.190947368,0.62995,0.410448684
M6970,SFR,5.50E-05,1.00E-06,0.25,0.25,0.08,0.015278,0.09776,nSEG,1,LIDAR,0.003722,0.10224,0.195894737,0.5112,0.353547368
M6971,SFR,5.50E-05,1.00E-06,0.25,0.5,0.03,0.015449,0.05173,nSEG,1,LIDAR,0.003551,0.14827,0.186894737,0.74135,0.464122368
M6972,SFR,5.50E-05,1.00E-06,0.25,0.5,0.035,0.015429,0.0567,nSEG,1,LIDAR,0.003571,0.1433,0.187947368,0.7165,0.452223684
M6973,SFR,5.50E-05,1.00E-06,0.25,0.5,0.04,0.01541,0.06138,nSEG,1,LIDAR,0.00359,0.13862,0.188947368,0.6931,0.441023684
M6974,SFR,5.50E-05,1.00E-06,0.25,0.5,0.05,0.015374,0.07008,nSEG,1,LIDAR,0.003626,0.12992,0.190842105,0.6496,0.420221053
M6975,SFR,5.50E-05,1.00E-06,0.25,0.5,0.08,0.015281,0.09257,nSEG,1,LIDAR,0.003719,0.10743,0.195736842,0.53715,0.366443421
M6976,SFR,5.50E-05,1.00E-06,0.5,-0.5,0.03,0.015448,0.07192,nSEG,1,LIDAR,0.003552,0.12808,0.186947368,0.6404,0.413673684
M6977,SFR,5.50E-05,1.00E-06,0.5,-0.5,0.035,0.015427,0.07883,nSEG,1,LIDAR,0.003573,0.12117,0.188052632,0.60585,0.396951316
M6978,SFR,5.50E-05,1.00E-06,0.5,-0.5,0.04,0.015408,0.08534,nSEG,1,LIDAR,0.003592,0.11466,0.189052632,0.5733,0.381176316
M6979,SFR,5.50E-05,1.00E-06,0.5,-0.5,0.05,0.015372,0.09742,nSEG,1,LIDAR,0.003628,0.10258,0.190947368,0.5129,0.351923684
M6980,SFR,5.50E-05,1.00E-06,0.5,-0.5,0.08,0.015278,0.1287,nSEG,1,LIDAR,0.003722,0.0713,0.195894737,0.3565,0.276197368
M6981,SFR,5.50E-05,1.00E-06,0.5,-0.25,0.03,0.015453,0.06369,nSEG,1,LIDAR,0.003547,0.13631,0.186684211,0.68155,0.434117105
M6982,SFR,5.50E-05,1.00E-06,0.5,-0.25,0.035,0.015432,0.06981,nSEG,1,LIDAR,0.003568,0.13019,0.187789474,0.65095,0.419369737
M6983,SFR,5.50E-05,1.00E-06,0.5,-0.25,0.04,0.015413,0.07558,nSEG,1,LIDAR,0.003587,0.12442,0.188789474,0.6221,0.405444737
M6984,SFR,5.50E-05,1.00E-06,0.5,-0.25,0.05,0.015378,0.08629,nSEG,1,LIDAR,0.003622,0.11371,0.190631579,0.56855,0.379590789
M6985,SFR,5.50E-05,1.00E-06,0.5,-0.25,0.08,0.015286,0.114,nSEG,1,LIDAR,0.003714,0.086,0.195473684,0.43,0.312736842
M6986,SFR,5.50E-05,1.00E-06,0.5,0,0.03,0.015455,0.05843,nSEG,1,LIDAR,0.003545,0.14157,0.186578947,0.70785,0.447214474
M6987,SFR,5.50E-05,1.00E-06,0.5,0,0.035,0.015436,0.06405,nSEG,1,LIDAR,0.003564,0.13595,0.187578947,0.67975,0.433664474
M6988,SFR,5.50E-05,1.00E-06,0.5,0,0.04,0.015417,0.06934,nSEG,1,LIDAR,0.003583,0.13066,0.188578947,0.6533,0.420939474
M6989,SFR,5.50E-05,1.00E-06,0.5,0,0.05,0.015382,0.07916,nSEG,1,LIDAR,0.003618,0.12084,0.190421053,0.6042,0.397310526
M6990,SFR,5.50E-05,1.00E-06,0.5,0,0.08,0.015291,0.1046,nSEG,1,LIDAR,0.003709,0.0954,0.195210526,0.477,0.336105263
M6991,SFR,5.50E-05,1.00E-06,0.5,0.25,0.03,0.015458,0.05465,nSEG,1,LIDAR,0.003542,0.14535,0.186421053,0.72675,0.456585526
M6992,SFR,5.50E-05,1.00E-06,0.5,0.25,0.035,0.015438,0.05991,nSEG,1,LIDAR,0.003562,0.14009,0.187473684,0.70045,0.443961842
M6993,SFR,5.50E-05,1.00E-06,0.5,0.25,0.04,0.015419,0.06486,nSEG,1,LIDAR,0.003581,0.13514,0.188473684,0.6757,0.432086842
M6994,SFR,5.50E-05,1.00E-06,0.5,0.25,0.05,0.015385,0.07405,nSEG,1,LIDAR,0.003615,0.12595,0.190263158,0.62975,0.410006579
M6995,SFR,5.50E-05,1.00E-06,0.5,0.25,0.08,0.015295,0.09783,nSEG,1,LIDAR,0.003705,0.10217,0.195,0.51085,0.352925
M6996,SFR,5.50E-05,1.00E-06,0.5,0.5,0.03,0.015459,0.05175,nSEG,1,LIDAR,0.003541,0.14825,0.186368421,0.74125,0.463809211
M6997,SFR,5.50E-05,1.00E-06,0.5,0.5,0.035,0.01544,0.05672,nSEG,1,LIDAR,0.00356,0.14328,0.187368421,0.7164,0.451884211
M6998,SFR,5.50E-05,1.00E-06,0.5,0.5,0.04,0.015421,0.06141,nSEG,1,LIDAR,0.003579,0.13859,0.188368421,0.69295,0.440659211
M6999,SFR,5.50E-05,1.00E-06,0.5,0.5,0.05,0.015387,0.07011,nSEG,1,LIDAR,0.003613,0.12989,0.190157895,0.64945,0.419803947
M7000,SFR,5.50E-05,1.00E-06,0.5,0.5,0.08,0.015298,0.09263,nSEG,1,LIDAR,0.003702,0.10737,0.194842105,0.53685,0.365846053
M7001,SFR,5.50E-05,5.50E-06,-0.5,-0.5,0.03,0.020029,0.08403,nSEG,1,LIDAR,-0.001029,0.11597,0.054157895,0.57985,0.317003947
M7002,SFR,5.50E-05,5.50E-06,-0.5,-0.5,0.035,0.019985,0.09205,nSEG,1,LIDAR,-0.000985,0.10795,0.051842105,0.53975,0.295796053
M7003,SFR,5.50E-05,5.50E-06,-0.5,-0.5,0.04,0.019944,0.09961,nSEG,1,LIDAR,-0.000944,0.10039,0.049684211,0.50195,0.275817105
M7004,SFR,5.50E-05,5.50E-06,-0.5,-0.5,0.05,0.019867,0.1136,nSEG,1,LIDAR,-0.000867,0.0864,0.045631579,0.432,0.238815789
M7005,SFR,5.50E-05,5.50E-06,-0.5,-0.5,0.08,0.01967,0.1497,nSEG,1,LIDAR,-0.00067,0.0503,0.035263158,0.2515,0.143381579
M7006,SFR,5.50E-05,5.50E-06,-0.5,-0.25,0.03,0.020054,0.07446,nSEG,1,LIDAR,-0.001054,0.12554,0.055473684,0.6277,0.341586842
M7007,SFR,5.50E-05,5.50E-06,-0.5,-0.25,0.035,0.020013,0.08157,nSEG,1,LIDAR,-0.001013,0.11843,0.053315789,0.59215,0.322732895
M7008,SFR,5.50E-05,5.50E-06,-0.5,-0.25,0.04,0.019974,0.08828,nSEG,1,LIDAR,-0.000974,0.11172,0.051263158,0.5586,0.304931579
M7009,SFR,5.50E-05,5.50E-06,-0.5,-0.25,0.05,0.019902,0.1007,nSEG,1,LIDAR,-0.000902,0.0993,0.047473684,0.4965,0.271986842
M7010,SFR,5.50E-05,5.50E-06,-0.5,-0.25,0.08,0.019715,0.1328,nSEG,1,LIDAR,-0.000715,0.0672,0.037631579,0.336,0.186815789
M7011,SFR,5.50E-05,5.50E-06,-0.5,0,0.03,0.02007,0.06834,nSEG,1,LIDAR,-0.00107,0.13166,0.056315789,0.6583,0.357307895
M7012,SFR,5.50E-05,5.50E-06,-0.5,0,0.035,0.02003,0.07487,nSEG,1,LIDAR,-0.00103,0.12513,0.054210526,0.62565,0.339930263
M7013,SFR,5.50E-05,5.50E-06,-0.5,0,0.04,0.019993,0.08102,nSEG,1,LIDAR,-0.000993,0.11898,0.052263158,0.5949,0.323581579
M7014,SFR,5.50E-05,5.50E-06,-0.5,0,0.05,0.019924,0.09244,nSEG,1,LIDAR,-0.000924,0.10756,0.048631579,0.5378,0.293215789
M7015,SFR,5.50E-05,5.50E-06,-0.5,0,0.08,0.019744,0.1219,nSEG,1,LIDAR,-0.000744,0.0781,0.039157895,0.3905,0.214828947
M7016,SFR,5.50E-05,5.50E-06,-0.5,0.25,0.03,0.020082,0.06393,nSEG,1,LIDAR,-0.001082,0.13607,0.056947368,0.68035,0.368648684
M7017,SFR,5.50E-05,5.50E-06,-0.5,0.25,0.035,0.020043,0.07005,nSEG,1,LIDAR,-0.001043,0.12995,0.054894737,0.64975,0.352322368
M7018,SFR,5.50E-05,5.50E-06,-0.5,0.25,0.04,0.020007,0.07581,nSEG,1,LIDAR,-0.001007,0.12419,0.053,0.62095,0.336975
M7019,SFR,5.50E-05,5.50E-06,-0.5,0.25,0.05,0.019939,0.08649,nSEG,1,LIDAR,-0.000939,0.11351,0.049421053,0.56755,0.308485526
M7020,SFR,5.50E-05,5.50E-06,-0.5,0.25,0.08,0.019765,0.1141,nSEG,1,LIDAR,-0.000765,0.0859,0.040263158,0.4295,0.234881579
M7021,SFR,5.50E-05,5.50E-06,-0.5,0.5,0.03,0.020091,0.06055,nSEG,1,LIDAR,-0.001091,0.13945,0.057421053,0.69725,0.377335526
