row,column,layer,node,Reach,Stage,Conductanc,Width,Length,Thickness,K,Flux_gw
251,150,1,0,100,124.152882,0.000182,2.270000,4.000000,0.500000,0.000010,0.000000
252,150,1,0,100,124.145336,0.000091,2.270000,2.000000,0.500000,0.000010,0.000000
252,151,1,0,100,124.141109,0.000045,2.270000,1.000000,0.500000,0.000010,0.000000
253,151,1,0,100,124.135972,0.000136,2.270000,3.000000,0.500000,0.000010,0.000000
254,151,1,0,100,124.127517,0.000136,2.270000,3.000000,0.500000,0.000010,0.000000
255,151,1,0,100,124.122790,0.000045,2.270000,1.000000,0.500000,0.000010,0.000000
255,152,1,0,100,124.118562,0.000136,2.270000,3.000000,0.500000,0.000010,0.000000
256,152,1,0,100,124.110607,0.000136,2.270000,3.000000,0.500000,0.000010,0.000000
257,152,1,0,100,124.104471,0.000045,2.270000,1.000000,0.500000,0.000010,0.000000
257,153,1,0,100,124.100243,0.000091,2.270000,2.000000,0.500000,0.000010,0.000000
258,153,1,0,100,124.093698,0.000182,2.270000,4.000000,0.500000,0.000010,0.000000
259,153,1,0,100,124.086152,0.000091,2.270000,2.000000,0.500000,0.000010,0.000000
259,154,1,0,100,124.081924,0.000045,2.270000,1.000000,0.500000,0.000010,0.000000
260,154,1,0,100,124.076788,0.000136,2.270000,3.000000,0.500000,0.000010,0.000000
261,154,1,0,100,124.068333,0.000136,2.270000,3.000000,0.500000,0.000010,0.000000
262,154,1,0,100,124.063605,0.000045,2.270000,1.000000,0.500000,0.000010,0.000000
262,155,1,0,100,124.059378,0.000136,2.270000,3.000000,0.500000,0.000010,0.000000
263,155,1,0,100,124.051423,0.000136,2.270000,3.000000,0.500000,0.000010,0.000000
264,155,1,0,100,124.045287,0.000045,2.270000,1.000000,0.500000,0.000010,0.000000
264,156,1,0,100,124.041059,0.000091,2.270000,2.000000,0.500000,0.000010,0.000000
265,156,1,0,100,124.034513,0.000136,2.270000,3.000000,0.500000,0.000010,0.000000
266,156,1,0,100,124.026968,0.000136,2.270000,3.000000,0.500000,0.000010,0.000000
266,157,1,0,100,124.022740,0.000045,2.270000,1.000000,0.500000,0.000010,0.000000
267,157,1,0,100,124.021416,0.000045,2.270000,1.000000,0.500000,0.000010,0.000000
