,r,c,M1
0,45,50,-0.00187039
1,46,50,-0.002788704
2,47,50,-0.00092631264
3,47,51,-0.0036895024
4,48,51,-0.00275793
5,48,52,-0.0009190637
6,49,52,-0.0036599797
7,50,52,-0.0018288201
8,50,53,-0.00091466395
