model,kt,ka,sa_coeff,n,flow_out_reach,stream_depth,geom,icalc,elev,flow_diff,depth_diff,flow_perc_err,depth_perc_err,combined_perc_err
M37,1e-05,5.5e-06,0.0,0.035,0.017482,0.06912,nSEG,1,GNSS,0.0015179999999999985,0.13088,0.07989473684210519,0.6544,0.36714736842105256
M38,1e-05,5.5e-06,0.0,0.04,0.017448,0.07488,nSEG,1,GNSS,0.0015519999999999978,0.12512,0.08168421052631568,0.6256,0.35364210526315787
M39,1e-05,5.5e-06,0.0,0.05,0.017391,0.08551,nSEG,1,GNSS,0.0016089999999999993,0.11449000000000001,0.08468421052631575,0.57245,0.3285671052631579
M40,1e-05,5.5e-06,0.0,0.08,0.017247,0.1129,nSEG,1,GNSS,0.001753000000000001,0.08710000000000001,0.09226315789473691,0.43550000000000005,0.26388157894736847
M41,1e-05,5.5e-06,0.25,0.03,0.017512,0.05908,nSEG,1,GNSS,0.0014879999999999997,0.14092000000000002,0.0783157894736842,0.7046,0.3914578947368421
M42,1e-05,5.5e-06,0.25,0.035,0.017499,0.06464,nSEG,1,GNSS,0.0015009999999999989,0.13536,0.07899999999999995,0.6768,0.37789999999999996
M43,1e-05,5.5e-06,0.25,0.04,0.017467,0.07001,nSEG,1,GNSS,0.0015329999999999996,0.12999,0.08068421052631577,0.6499499999999999,0.36531710526315786
M44,1e-05,5.5e-06,0.25,0.05,0.01741,0.07999,nSEG,1,GNSS,0.0015900000000000011,0.12001,0.08368421052631585,0.60005,0.3418671052631579
M45,1e-05,5.5e-06,0.25,0.08,0.017275,0.1057,nSEG,1,GNSS,0.0017250000000000008,0.09430000000000001,0.09078947368421057,0.47150000000000003,0.2811447368421053
M46,1e-05,5.5e-06,0.5,0.03,0.01755,0.05576,nSEG,1,GNSS,0.00145,0.14424,0.07631578947368421,0.7212,0.3987578947368421
M47,1e-05,5.5e-06,0.5,0.035,0.017478,0.06141,nSEG,1,GNSS,0.001521999999999999,0.13859000000000002,0.0801052631578947,0.6929500000000001,0.3865276315789474
M48,1e-05,5.5e-06,0.5,0.04,0.01748,0.06627,nSEG,1,GNSS,0.0015200000000000005,0.13373000000000002,0.08000000000000003,0.6686500000000001,0.3743250000000001
M49,1e-05,5.5e-06,0.5,0.05,0.017423,0.07574,nSEG,1,GNSS,0.0015769999999999985,0.12426000000000001,0.08299999999999992,0.6213,0.35214999999999996
M50,1e-05,5.5e-06,0.5,0.08,0.017295,0.1001,nSEG,1,GNSS,0.0017049999999999982,0.09990000000000002,0.08973684210526306,0.49950000000000006,0.2946184210526316
M51,1e-05,1e-05,-0.5,0.03,0.021566,0.08806,nSEG,1,GNSS,-0.002565999999999999,0.11194000000000001,0.1350526315789473,0.5597,0.34737631578947364
M52,1e-05,1e-05,-0.5,0.035,0.021512,0.09651,nSEG,1,GNSS,-0.0025120000000000003,0.10349000000000001,0.1322105263157895,0.5174500000000001,0.32483026315789476
M53,1e-05,1e-05,-0.5,0.04,0.021462,0.1045,nSEG,1,GNSS,-0.002461999999999999,0.09550000000000002,0.129578947368421,0.47750000000000004,0.3035394736842105
M54,1e-05,1e-05,-0.5,0.05,0.021373,0.1192,nSEG,1,GNSS,-0.002373,0.08080000000000001,0.12489473684210527,0.404,0.26444736842105265
M55,1e-05,1e-05,-0.5,0.08,0.021153,0.1574,nSEG,1,GNSS,-0.002153000000000002,0.0426,0.11331578947368433,0.213,0.16315789473684217
M56,1e-05,1e-05,-0.25,0.03,0.021628,0.07798,nSEG,1,GNSS,-0.002628000000000002,0.12202000000000002,0.1383157894736843,0.6101000000000001,0.3742078947368422
M57,1e-05,1e-05,-0.25,0.035,0.021574,0.08552,nSEG,1,GNSS,-0.002574,0.11448000000000001,0.1354736842105263,0.5724,0.35393684210526316
M58,1e-05,1e-05,-0.25,0.04,0.021527,0.0926,nSEG,1,GNSS,-0.0025270000000000015,0.10740000000000001,0.1330000000000001,0.537,0.3350000000000001
M59,1e-05,1e-05,-0.25,0.05,0.021445,0.1057,nSEG,1,GNSS,-0.0024449999999999993,0.09430000000000001,0.12868421052631576,0.47150000000000003,0.3000921052631579
M60,1e-05,1e-05,-0.25,0.08,0.021244,0.1396,nSEG,1,GNSS,-0.0022439999999999995,0.06040000000000001,0.11810526315789471,0.30200000000000005,0.21005263157894738
M61,1e-05,1e-05,0.0,0.03,0.021665,0.07155,nSEG,1,GNSS,-0.0026650000000000007,0.12845,0.1402631578947369,0.64225,0.3912565789473684
M62,1e-05,1e-05,0.0,0.035,0.021615,0.07845,nSEG,1,GNSS,-0.0026149999999999993,0.12155,0.13763157894736838,0.60775,0.37269078947368417
M63,1e-05,1e-05,0.0,0.04,0.021568,0.08497,nSEG,1,GNSS,-0.002568000000000001,0.11503000000000001,0.13515789473684214,0.57515,0.3551539473684211
M64,1e-05,1e-05,0.0,0.05,0.021489,0.09704,nSEG,1,GNSS,-0.0024890000000000016,0.10296000000000001,0.1310000000000001,0.5148,0.3229000000000001
M65,1e-05,1e-05,0.0,0.08,0.0213,0.1282,nSEG,1,GNSS,-0.0023,0.0718,0.12105263157894737,0.359,0.24002631578947367
M66,1e-05,1e-05,0.25,0.03,0.021668,0.06703,nSEG,1,GNSS,-0.0026680000000000002,0.13297,0.14042105263157897,0.6648499999999999,0.40263552631578947
M67,1e-05,1e-05,0.25,0.035,0.021642,0.07337,nSEG,1,GNSS,-0.002642000000000002,0.12663000000000002,0.13905263157894748,0.6331500000000001,0.3861013157894738
M68,1e-05,1e-05,0.25,0.04,0.021597,0.07946,nSEG,1,GNSS,-0.002597000000000002,0.12054000000000001,0.1366842105263159,0.6027,0.369692105263158
M69,1e-05,1e-05,0.25,0.05,0.021519,0.09079,nSEG,1,GNSS,-0.0025190000000000004,0.10921000000000002,0.13257894736842107,0.54605,0.3393144736842105
M70,1e-05,1e-05,0.25,0.08,0.021339,0.12,nSEG,1,GNSS,-0.002339000000000001,0.08000000000000002,0.12310526315789479,0.4000000000000001,0.2615526315789474
M71,1e-05,1e-05,0.5,0.03,0.021717,0.0633,nSEG,1,GNSS,-0.0027170000000000007,0.13670000000000002,0.14300000000000004,0.6835,0.41325
M72,1e-05,1e-05,0.5,0.035,0.021627,0.06966,nSEG,1,GNSS,-0.002627000000000001,0.13034,0.1382631578947369,0.6517000000000001,0.39498157894736846
M73,1e-05,1e-05,0.5,0.04,0.021619,0.07522,nSEG,1,GNSS,-0.002619,0.12478000000000002,0.13784210526315788,0.6239,0.38087105263157894
M74,1e-05,1e-05,0.5,0.05,0.021542,0.08597,nSEG,1,GNSS,-0.002541999999999999,0.11403,0.13378947368421049,0.57015,0.35196973684210525
M75,1e-05,1e-05,0.5,0.08,0.021368,0.1137,nSEG,1,GNSS,-0.002368000000000002,0.08630000000000002,0.12463157894736854,0.43150000000000005,0.2780657894736843
M76,1e-05,5.5e-05,-0.5,0.03,0.049607,0.1447,nSEG,1,GNSS,-0.030607,0.055300000000000016,1.6108947368421052,0.2765000000000001,0.9436973684210526
M77,1e-05,5.5e-05,-0.5,0.035,0.049483,0.1585,nSEG,1,GNSS,-0.030483,0.04150000000000001,1.6043684210526317,0.20750000000000005,0.9059342105263158
M78,1e-05,5.5e-05,-0.5,0.04,0.049368,0.1715,nSEG,1,GNSS,-0.030368000000000003,0.028499999999999998,1.5983157894736844,0.1425,0.8704078947368422
M79,1e-05,5.5e-05,-0.5,0.05,0.049141,0.1956,nSEG,1,GNSS,-0.030140999999999998,0.004400000000000015,1.5863684210526314,0.022000000000000075,0.8041842105263157
M80,1e-05,5.5e-05,-0.5,0.08,0.048539,0.2577,nSEG,1,GNSS,-0.029539,-0.057699999999999974,1.554684210526316,0.28849999999999987,0.9215921052631579
M81,1e-05,5.5e-05,-0.25,0.03,0.049734,0.1283,nSEG,1,GNSS,-0.030734,0.07170000000000001,1.6175789473684212,0.35850000000000004,0.9880394736842106
M82,1e-05,5.5e-05,-0.25,0.035,0.049634,0.1406,nSEG,1,GNSS,-0.030633999999999998,0.05940000000000001,1.6123157894736841,0.29700000000000004,0.954657894736842
M83,1e-05,5.5e-05,-0.25,0.04,0.049531,0.1521,nSEG,1,GNSS,-0.030531,0.0479,1.6068947368421052,0.2395,0.9231973684210526
M84,1e-05,5.5e-05,-0.25,0.05,0.049342,0.1735,nSEG,1,GNSS,-0.030341999999999997,0.026500000000000024,1.5969473684210524,0.13250000000000012,0.8647236842105263
M85,1e-05,5.5e-05,-0.25,0.08,0.04881,0.2288,nSEG,1,GNSS,-0.02981,-0.028799999999999992,1.5689473684210526,0.14399999999999996,0.8564736842105263
M86,1e-05,5.5e-05,0.0,0.03,0.049812,0.1178,nSEG,1,GNSS,-0.030812000000000003,0.08220000000000001,1.621684210526316,0.41100000000000003,1.016342105263158
M87,1e-05,5.5e-05,0.0,0.035,0.04972,0.1291,nSEG,1,GNSS,-0.03072,0.07090000000000002,1.616842105263158,0.3545000000000001,0.9856710526315791
M88,1e-05,5.5e-05,0.0,0.04,0.049633,0.1397,nSEG,1,GNSS,-0.030632999999999997,0.06030000000000002,1.6122631578947366,0.3015000000000001,0.9568815789473684
M89,1e-05,5.5e-05,0.0,0.05,0.049459,0.1594,nSEG,1,GNSS,-0.030459000000000003,0.040600000000000025,1.603105263157895,0.20300000000000012,0.9030526315789476
M90,1e-05,5.5e-05,0.0,0.08,0.048984,0.2103,nSEG,1,GNSS,-0.029984,-0.010299999999999976,1.5781052631578947,0.05149999999999988,0.8148026315789473
M91,1e-05,5.5e-05,0.25,0.03,0.049877,0.1102,nSEG,1,GNSS,-0.030876999999999998,0.0898,1.6251052631578946,0.449,1.0370526315789472
M92,1e-05,5.5e-05,0.25,0.035,0.049779,0.1208,nSEG,1,GNSS,-0.030778999999999997,0.0792,1.6199473684210526,0.396,1.0079736842105262
M93,1e-05,5.5e-05,0.25,0.04,0.049698,0.1308,nSEG,1,GNSS,-0.030698,0.06920000000000001,1.6156842105263158,0.34600000000000003,0.980842105263158
M94,1e-05,5.5e-05,0.25,0.05,0.049545,0.1492,nSEG,1,GNSS,-0.030545,0.05080000000000001,1.6076315789473685,0.25400000000000006,0.9308157894736843
M95,1e-05,5.5e-05,0.25,0.08,0.049106,0.1969,nSEG,1,GNSS,-0.030105999999999997,0.0031000000000000194,1.5845263157894736,0.015500000000000097,0.8000131578947368
M96,1e-05,5.5e-05,0.5,0.03,0.049942,0.1045,nSEG,1,GNSS,-0.030942,0.09550000000000002,1.6285263157894738,0.47750000000000004,1.0530131578947368
M97,1e-05,5.5e-05,0.5,0.035,0.049845,0.1144,nSEG,1,GNSS,-0.030845,0.08560000000000001,1.623421052631579,0.42800000000000005,1.0257105263157895
M98,1e-05,5.5e-05,0.5,0.04,0.049746,0.1239,nSEG,1,GNSS,-0.030746,0.07610000000000001,1.6182105263157895,0.38050000000000006,0.9993552631578948
M99,1e-05,5.5e-05,0.5,0.05,0.049604,0.1414,nSEG,1,GNSS,-0.030604000000000003,0.05860000000000001,1.6107368421052632,0.29300000000000004,0.9518684210526316
M100,1e-05,5.5e-05,0.5,0.08,0.049192,0.1866,nSEG,1,GNSS,-0.030192,0.013400000000000023,1.5890526315789475,0.06700000000000012,0.8280263157894738
M101,1e-05,0.0001,-0.5,0.03,0.06569,0.1713,nSEG,1,GNSS,-0.046689999999999995,0.028700000000000003,2.457368421052631,0.14350000000000002,1.3004342105263156
M102,1e-05,0.0001,-0.5,0.035,0.065618,0.1877,nSEG,1,GNSS,-0.04661799999999999,0.012300000000000005,2.453578947368421,0.06150000000000003,1.2575394736842105
M103,1e-05,0.0001,-0.5,0.04,0.065513,0.2032,nSEG,1,GNSS,-0.046513,-0.0031999999999999806,2.4480526315789475,0.015999999999999903,1.2320263157894737
M104,1e-05,0.0001,-0.5,0.05,0.06532,0.232,nSEG,1,GNSS,-0.04632,-0.032,2.437894736842105,0.16,1.2989473684210526
M105,1e-05,0.0001,-0.5,0.08,0.064626,0.3057,nSEG,1,GNSS,-0.045626,-0.10570000000000002,2.4013684210526316,0.5285000000000001,1.464934210526316
M106,1e-05,0.0001,-0.25,0.03,0.065777,0.1518,nSEG,1,GNSS,-0.046777,0.04820000000000002,2.4619473684210527,0.2410000000000001,1.3514736842105264
M107,1e-05,0.0001,-0.25,0.035,0.065708,0.1664,nSEG,1,GNSS,-0.046708,0.03360000000000002,2.4583157894736845,0.1680000000000001,1.3131578947368423
M108,1e-05,0.0001,-0.25,0.04,0.065635,0.1801,nSEG,1,GNSS,-0.046634999999999996,0.0199,2.454473684210526,0.0995,1.276986842105263
M109,1e-05,0.0001,-0.25,0.05,0.06549,0.2057,nSEG,1,GNSS,-0.046490000000000004,-0.005699999999999983,2.446842105263158,0.028499999999999914,1.2376710526315788
M110,1e-05,0.0001,-0.25,0.08,0.064917,0.2714,nSEG,1,GNSS,-0.045917,-0.07139999999999996,2.416684210526316,0.3569999999999998,1.3868421052631579
M111,1e-05,0.0001,0.0,0.03,0.065859,0.1393,nSEG,1,GNSS,-0.046859,0.060700000000000004,2.466263157894737,0.3035,1.3848815789473685
M112,1e-05,0.0001,0.0,0.035,0.065766,0.1527,nSEG,1,GNSS,-0.046766,0.04730000000000001,2.4613684210526316,0.23650000000000004,1.3489342105263158
M113,1e-05,0.0001,0.0,0.04,0.065706,0.1653,nSEG,1,GNSS,-0.046706,0.03470000000000001,2.4582105263157894,0.17350000000000004,1.3158552631578948
M114,1e-05,0.0001,0.0,0.05,0.065598,0.1888,nSEG,1,GNSS,-0.046598,0.011200000000000015,2.452526315789474,0.05600000000000008,1.254263157894737
M115,1e-05,0.0001,0.0,0.08,0.065189,0.2496,nSEG,1,GNSS,-0.046188999999999994,-0.04959999999999998,2.4309999999999996,0.2479999999999999,1.3394999999999997
M116,1e-05,0.0001,0.25,0.03,0.065897,0.1303,nSEG,1,GNSS,-0.046896999999999994,0.06970000000000001,2.4682631578947367,0.34850000000000003,1.4083815789473684
M117,1e-05,0.0001,0.25,0.035,0.065815,0.1429,nSEG,1,GNSS,-0.046814999999999996,0.05710000000000001,2.4639473684210524,0.28550000000000003,1.3747236842105262
M118,1e-05,0.0001,0.25,0.04,0.065749,0.1547,nSEG,1,GNSS,-0.046749,0.04530000000000001,2.4604736842105264,0.22650000000000003,1.3434868421052633
M119,1e-05,0.0001,0.25,0.05,0.06564,0.1767,nSEG,1,GNSS,-0.04664,0.023300000000000015,2.4547368421052633,0.11650000000000008,1.2856184210526318
M120,1e-05,0.0001,0.25,0.08,0.06529,0.2336,nSEG,1,GNSS,-0.04629,-0.03359999999999999,2.436315789473684,0.16799999999999995,1.3021578947368422
M121,1e-05,0.0001,0.5,0.03,0.065881,0.1235,nSEG,1,GNSS,-0.04688099999999999,0.07650000000000001,2.4674210526315785,0.38250000000000006,1.4249605263157892
M122,1e-05,0.0001,0.5,0.035,0.065892,0.1353,nSEG,1,GNSS,-0.046892,0.06470000000000001,2.4680000000000004,0.3235,1.3957500000000003
M123,1e-05,0.0001,0.5,0.04,0.06579,0.1465,nSEG,1,GNSS,-0.04679,0.05350000000000002,2.4626315789473683,0.26750000000000007,1.3650657894736842
M124,1e-05,0.0001,0.5,0.05,0.065682,0.1673,nSEG,1,GNSS,-0.046682,0.03270000000000001,2.4569473684210528,0.16350000000000003,1.3102236842105264
M125,1e-05,0.0001,0.5,0.08,0.065364,0.2213,nSEG,1,GNSS,-0.046364,-0.021299999999999986,2.4402105263157896,0.10649999999999993,1.2733552631578948
M126,5.5e-05,1e-06,-0.5,0.03,0.037272,0.1227,nSEG,1,GNSS,-0.018272,0.07730000000000001,0.9616842105263158,0.3865,0.6740921052631579
M127,5.5e-05,1e-06,-0.5,0.035,0.037123,0.1344,nSEG,1,GNSS,-0.018123000000000004,0.06560000000000002,0.9538421052631582,0.32800000000000007,0.6409210526315792
M128,5.5e-05,1e-06,-0.5,0.04,0.036898,0.1449,nSEG,1,GNSS,-0.017898,0.05510000000000001,0.9420000000000001,0.2755,0.60875
M129,5.5e-05,1e-06,-0.5,0.05,0.036299,0.1644,nSEG,1,GNSS,-0.017299,0.03560000000000002,0.9104736842105262,0.1780000000000001,0.5442368421052631
M130,5.5e-05,1e-06,-0.5,0.08,0.035724,0.2159,nSEG,1,GNSS,-0.016724,-0.015899999999999997,0.8802105263157894,0.07949999999999999,0.47985526315789473
M131,5.5e-05,1e-06,-0.25,0.03,0.037504,0.1094,nSEG,1,GNSS,-0.018504000000000003,0.09060000000000001,0.9738947368421055,0.45300000000000007,0.7134473684210527
M132,5.5e-05,1e-06,-0.25,0.035,0.037287,0.1192,nSEG,1,GNSS,-0.018287,0.08080000000000001,0.9624736842105264,0.404,0.6832368421052633
M133,5.5e-05,1e-06,-0.25,0.04,0.037161,0.129,nSEG,1,GNSS,-0.018161,0.07100000000000001,0.9558421052631579,0.35500000000000004,0.655421052631579
M134,5.5e-05,1e-06,-0.25,0.05,0.036757,0.1462,nSEG,1,GNSS,-0.017757,0.053800000000000014,0.934578947368421,0.2690000000000001,0.6017894736842105
M135,5.5e-05,1e-06,-0.25,0.08,0.035972,0.1919,nSEG,1,GNSS,-0.016971999999999998,0.008100000000000024,0.8932631578947368,0.04050000000000012,0.4668815789473684
M136,5.5e-05,1e-06,0.0,0.03,0.037556,0.1003,nSEG,1,GNSS,-0.018556,0.09970000000000001,0.9766315789473684,0.49850000000000005,0.7375657894736842
M137,5.5e-05,1e-06,0.0,0.035,0.037467,0.11,nSEG,1,GNSS,-0.018467,0.09000000000000001,0.9719473684210527,0.45,0.7109736842105263
M138,5.5e-05,1e-06,0.0,0.04,0.037266,0.1184,nSEG,1,GNSS,-0.018266,0.0816,0.9613684210526316,0.40800000000000003,0.6846842105263158
M139,5.5e-05,1e-06,0.0,0.05,0.037052,0.1351,nSEG,1,GNSS,-0.018052000000000002,0.06490000000000001,0.9501052631578949,0.32450000000000007,0.6373026315789475
M140,5.5e-05,1e-06,0.0,0.08,0.03611,0.1765,nSEG,1,GNSS,-0.017110000000000004,0.02350000000000002,0.900526315789474,0.1175000000000001,0.509013157894737
M141,5.5e-05,1e-06,0.25,0.03,0.037589,0.09378,nSEG,1,GNSS,-0.018588999999999998,0.10622000000000001,0.9783684210526314,0.5311,0.7547342105263157
M142,5.5e-05,1e-06,0.25,0.035,0.0375,0.1028,nSEG,1,GNSS,-0.0185,0.09720000000000001,0.9736842105263158,0.48600000000000004,0.729842105263158
M143,5.5e-05,1e-06,0.25,0.04,0.037423,0.1114,nSEG,1,GNSS,-0.018423,0.08860000000000001,0.9696315789473684,0.44300000000000006,0.7063157894736842
M144,5.5e-05,1e-06,0.25,0.05,0.037131,0.1264,nSEG,1,GNSS,-0.018130999999999998,0.0736,0.9542631578947367,0.368,0.6611315789473684
M145,5.5e-05,1e-06,0.25,0.08,0.036195,0.1653,nSEG,1,GNSS,-0.017195,0.03470000000000001,0.9049999999999999,0.17350000000000004,0.53925
M146,5.5e-05,1e-06,0.5,0.03,0.03761,0.08877,nSEG,1,GNSS,-0.018609999999999998,0.11123000000000001,0.9794736842105263,0.55615,0.7678118421052631
M147,5.5e-05,1e-06,0.5,0.035,0.037521,0.09734,nSEG,1,GNSS,-0.018521,0.10266000000000002,0.9747894736842105,0.5133000000000001,0.7440447368421053
M148,5.5e-05,1e-06,0.5,0.04,0.037445,0.1054,nSEG,1,GNSS,-0.018445,0.09460000000000002,0.9707894736842105,0.4730000000000001,0.7218947368421054
M149,5.5e-05,1e-06,0.5,0.05,0.037185,0.1198,nSEG,1,GNSS,-0.018185000000000003,0.08020000000000001,0.9571052631578949,0.401,0.6790526315789475
M150,5.5e-05,1e-06,0.5,0.08,0.03625,0.1566,nSEG,1,GNSS,-0.017249999999999998,0.04340000000000002,0.9078947368421052,0.2170000000000001,0.5624473684210527
M151,5.5e-05,5.5e-06,-0.5,0.03,0.040758,0.1302,nSEG,1,GNSS,-0.021758000000000003,0.0698,1.1451578947368424,0.349,0.7470789473684212
M152,5.5e-05,5.5e-06,-0.5,0.035,0.040501,0.1419,nSEG,1,GNSS,-0.021501000000000003,0.05810000000000001,1.1316315789473685,0.29050000000000004,0.7110657894736843
M153,5.5e-05,5.5e-06,-0.5,0.04,0.040321,0.1532,nSEG,1,GNSS,-0.021321000000000003,0.04680000000000001,1.1221578947368422,0.23400000000000004,0.6780789473684211
M154,5.5e-05,5.5e-06,-0.5,0.05,0.039494,0.1739,nSEG,1,GNSS,-0.020494000000000002,0.026100000000000012,1.0786315789473686,0.13050000000000006,0.6045657894736843
M155,5.5e-05,5.5e-06,-0.5,0.08,0.038896,0.2288,nSEG,1,GNSS,-0.019896,-0.028799999999999992,1.047157894736842,0.14399999999999996,0.595578947368421
M156,5.5e-05,5.5e-06,-0.25,0.03,0.040843,0.1153,nSEG,1,GNSS,-0.021842999999999998,0.08470000000000001,1.1496315789473683,0.42350000000000004,0.7865657894736842
M157,5.5e-05,5.5e-06,-0.25,0.035,0.040756,0.1264,nSEG,1,GNSS,-0.021756,0.0736,1.1450526315789475,0.368,0.7565263157894737
M158,5.5e-05,5.5e-06,-0.25,0.04,0.040535,0.1361,nSEG,1,GNSS,-0.021535000000000002,0.06390000000000001,1.133421052631579,0.31950000000000006,0.7264605263157896
M159,5.5e-05,5.5e-06,-0.25,0.05,0.040221,0.1548,nSEG,1,GNSS,-0.021221,0.04520000000000002,1.1168947368421054,0.2260000000000001,0.6714473684210527
M160,5.5e-05,5.5e-06,-0.25,0.08,0.03917,0.2032,nSEG,1,GNSS,-0.020170000000000004,-0.0031999999999999806,1.0615789473684212,0.015999999999999903,0.5387894736842105
M161,5.5e-05,5.5e-06,0.0,0.03,0.040893,0.1057,nSEG,1,GNSS,-0.021893,0.09430000000000001,1.1522631578947369,0.47150000000000003,0.8118815789473685
