model,kt,ka,sa_coeff,n,flow_out_reach,stream_depth,geom,icalc,elev,flow_diff,depth_diff,flow_perc_err,depth_perc_err,combined_perc_err
M708,1e-05,5.5e-05,-0.25,0.04,0.052902,0.204,nSEG,2,GNSS,-0.033902,-0.003999999999999976,1.7843157894736843,0.01999999999999988,0.902157894736842
M709,1e-05,5.5e-05,-0.25,0.05,0.052748,0.2289,nSEG,2,GNSS,-0.033748,-0.02889999999999998,1.7762105263157895,0.1444999999999999,0.9603552631578947
M710,1e-05,5.5e-05,-0.25,0.08,0.05237,0.2917,nSEG,2,GNSS,-0.03337,-0.0917,1.756315789473684,0.4585,1.107407894736842
M711,1e-05,5.5e-05,0.0,0.03,0.05312,0.1638,nSEG,2,GNSS,-0.03412,0.03620000000000001,1.7957894736842104,0.18100000000000005,0.9883947368421052
M712,1e-05,5.5e-05,0.0,0.035,0.053054,0.1771,nSEG,2,GNSS,-0.034054,0.022900000000000004,1.7923157894736843,0.11450000000000002,0.9534078947368422
M713,1e-05,5.5e-05,0.0,0.04,0.052979,0.1896,nSEG,2,GNSS,-0.033978999999999995,0.01040000000000002,1.7883684210526314,0.0520000000000001,0.9201842105263157
M714,1e-05,5.5e-05,0.0,0.05,0.052844,0.2125,nSEG,2,GNSS,-0.033844,-0.012499999999999983,1.7812631578947369,0.06249999999999992,0.9218815789473684
M715,1e-05,5.5e-05,0.0,0.08,0.052486,0.2708,nSEG,2,GNSS,-0.033486,-0.07079999999999997,1.762421052631579,0.35399999999999987,1.0582105263157895
M716,1e-05,5.5e-05,0.25,0.03,0.053164,0.1548,nSEG,2,GNSS,-0.034164,0.04520000000000002,1.7981052631578949,0.2260000000000001,1.0120526315789475
M717,1e-05,5.5e-05,0.25,0.035,0.053094,0.1673,nSEG,2,GNSS,-0.034094,0.03270000000000001,1.794421052631579,0.16350000000000003,0.9789605263157894
M718,1e-05,5.5e-05,0.25,0.04,0.053036,0.1791,nSEG,2,GNSS,-0.034036,0.020900000000000002,1.7913684210526315,0.10450000000000001,0.9479342105263158
M719,1e-05,5.5e-05,0.25,0.05,0.052911,0.2007,nSEG,2,GNSS,-0.033911,-0.0006999999999999784,1.7847894736842105,0.003499999999999892,0.8941447368421052
M720,1e-05,5.5e-05,0.25,0.08,0.05257,0.2556,nSEG,2,GNSS,-0.03357,-0.05559999999999998,1.766842105263158,0.2779999999999999,1.022421052631579
M721,1e-05,5.5e-05,0.5,0.03,0.053164,0.1479,nSEG,2,GNSS,-0.034164,0.05210000000000001,1.7981052631578949,0.2605,1.0293026315789475
M722,1e-05,5.5e-05,0.5,0.035,0.053142,0.1597,nSEG,2,GNSS,-0.034142000000000006,0.0403,1.796947368421053,0.2015,0.9992236842105265
M723,1e-05,5.5e-05,0.5,0.04,0.053069,0.171,nSEG,2,GNSS,-0.034069,0.028999999999999998,1.793105263157895,0.145,0.9690526315789475
M724,1e-05,5.5e-05,0.5,0.05,0.052953,0.1915,nSEG,2,GNSS,-0.033953,0.008500000000000008,1.787,0.04250000000000004,0.91475
M725,1e-05,5.5e-05,0.5,0.08,0.052636,0.2439,nSEG,2,GNSS,-0.033636,-0.043899999999999995,1.7703157894736843,0.21949999999999997,0.9949078947368422
M726,1e-05,0.0001,-0.5,0.03,0.070121,0.2261,nSEG,2,GNSS,-0.051121,-0.026099999999999984,2.690578947368421,0.13049999999999992,1.4105394736842105
M727,1e-05,0.0001,-0.5,0.035,0.070066,0.245,nSEG,2,GNSS,-0.051066,-0.044999999999999984,2.687684210526316,0.22499999999999992,1.456342105263158
M728,1e-05,0.0001,-0.5,0.04,0.070041,0.2626,nSEG,2,GNSS,-0.051041,-0.06259999999999999,2.6863684210526317,0.31299999999999994,1.4996842105263157
M729,1e-05,0.0001,-0.5,0.05,0.069982,0.2949,nSEG,2,GNSS,-0.050982,-0.09489999999999998,2.683263157894737,0.4744999999999999,1.5788815789473685
M730,1e-05,0.0001,-0.5,0.08,0.069684,0.3759,nSEG,2,GNSS,-0.05068399999999999,-0.1759,2.667578947368421,0.8795,1.7735394736842105
M731,1e-05,0.0001,-0.25,0.03,0.070242,0.2035,nSEG,2,GNSS,-0.051241999999999996,-0.0034999999999999754,2.6969473684210525,0.017499999999999877,1.3572236842105263
M732,1e-05,0.0001,-0.25,0.035,0.070211,0.2205,nSEG,2,GNSS,-0.05121099999999999,-0.02049999999999999,2.695315789473684,0.10249999999999995,1.398907894736842
M733,1e-05,0.0001,-0.25,0.04,0.070074,0.2363,nSEG,2,GNSS,-0.051073999999999994,-0.0363,2.6881052631578943,0.1815,1.4348026315789473
M734,1e-05,0.0001,-0.25,0.05,0.07003,0.2654,nSEG,2,GNSS,-0.05102999999999999,-0.06540000000000001,2.6857894736842103,0.32700000000000007,1.5063947368421051
M735,1e-05,0.0001,-0.25,0.08,0.069869,0.3388,nSEG,2,GNSS,-0.050869,-0.13879999999999998,2.6773157894736843,0.6939999999999998,1.6856578947368421
M736,1e-05,0.0001,0.0,0.03,0.070147,0.189,nSEG,2,GNSS,-0.051147,0.01100000000000001,2.6919473684210526,0.05500000000000005,1.3734736842105264
M737,1e-05,0.0001,0.0,0.035,0.070233,0.2045,nSEG,2,GNSS,-0.051233,-0.004499999999999976,2.6964736842105266,0.02249999999999988,1.3594868421052633
M738,1e-05,0.0001,0.0,0.04,0.070206,0.2193,nSEG,2,GNSS,-0.051206,-0.019299999999999984,2.6950526315789474,0.09649999999999992,1.3957763157894736
M739,1e-05,0.0001,0.0,0.05,0.070051,0.2462,nSEG,2,GNSS,-0.051051,-0.04619999999999999,2.6868947368421052,0.23099999999999996,1.4589473684210525
M740,1e-05,0.0001,0.0,0.08,0.069932,0.3145,nSEG,2,GNSS,-0.05093199999999999,-0.11449999999999999,2.680631578947368,0.5724999999999999,1.6265657894736838
M741,1e-05,0.0001,0.25,0.03,0.070145,0.1784,nSEG,2,GNSS,-0.051144999999999996,0.021600000000000008,2.6918421052631576,0.10800000000000004,1.3999210526315788
M742,1e-05,0.0001,0.25,0.035,0.070244,0.193,nSEG,2,GNSS,-0.051244,0.007000000000000006,2.697052631578947,0.03500000000000003,1.3660263157894736
M743,1e-05,0.0001,0.25,0.04,0.070223,0.2069,nSEG,2,GNSS,-0.05122299999999999,-0.0068999999999999895,2.695947368421052,0.03449999999999995,1.365223684210526
M744,1e-05,0.0001,0.25,0.05,0.070065,0.2323,nSEG,2,GNSS,-0.051065,-0.032299999999999995,2.6876315789473684,0.16149999999999998,1.424565789473684
M745,1e-05,0.0001,0.25,0.08,0.069959,0.2967,nSEG,2,GNSS,-0.05095899999999999,-0.09670000000000001,2.682052631578947,0.48350000000000004,1.5827763157894736
M746,1e-05,0.0001,0.5,0.03,0.070093,0.1703,nSEG,2,GNSS,-0.051093,0.029700000000000004,2.6891052631578947,0.14850000000000002,1.4188026315789473
M747,1e-05,0.0001,0.5,0.035,0.070159,0.1843,nSEG,2,GNSS,-0.051158999999999996,0.01570000000000002,2.6925789473684207,0.0785000000000001,1.3855394736842104
M748,1e-05,0.0001,0.5,0.04,0.070231,0.1973,nSEG,2,GNSS,-0.051231,0.002700000000000008,2.6963684210526315,0.01350000000000004,1.3549342105263158
M749,1e-05,0.0001,0.5,0.05,0.070098,0.2216,nSEG,2,GNSS,-0.05109799999999999,-0.02159999999999998,2.689368421052631,0.1079999999999999,1.3986842105263155
M750,1e-05,0.0001,0.5,0.08,0.069976,0.283,nSEG,2,GNSS,-0.050975999999999994,-0.08299999999999996,2.6829473684210523,0.4149999999999998,1.5489736842105262
M751,5.5e-05,1e-06,-0.5,0.03,0.037378,0.1643,nSEG,2,GNSS,-0.018378000000000002,0.03570000000000001,0.9672631578947369,0.17850000000000005,0.5728815789473685
M752,5.5e-05,1e-06,-0.5,0.035,0.037232,0.1776,nSEG,2,GNSS,-0.018232,0.022400000000000003,0.9595789473684212,0.11200000000000002,0.5357894736842106
M753,5.5e-05,1e-06,-0.5,0.04,0.037008,0.1895,nSEG,2,GNSS,-0.018008,0.01050000000000001,0.9477894736842105,0.05250000000000005,0.5001447368421053
M754,5.5e-05,1e-06,-0.5,0.05,0.036395,0.2112,nSEG,2,GNSS,-0.017394999999999997,-0.011199999999999988,0.9155263157894735,0.05599999999999994,0.48576315789473673
M755,5.5e-05,1e-06,-0.5,0.08,0.035828,0.2678,nSEG,2,GNSS,-0.016828,-0.06779999999999997,0.8856842105263157,0.33899999999999986,0.6123421052631578
M756,5.5e-05,1e-06,-0.25,0.03,0.037608,0.1491,nSEG,2,GNSS,-0.018608000000000003,0.0509,0.9793684210526318,0.2545,0.6169342105263159
M757,5.5e-05,1e-06,-0.25,0.035,0.037391,0.1603,nSEG,2,GNSS,-0.018391,0.03970000000000001,0.9679473684210527,0.19850000000000007,0.5832236842105264
M758,5.5e-05,1e-06,-0.25,0.04,0.037268,0.1714,nSEG,2,GNSS,-0.018268000000000003,0.028600000000000014,0.9614736842105265,0.14300000000000007,0.5522368421052632
M759,5.5e-05,1e-06,-0.25,0.05,0.036868,0.1909,nSEG,2,GNSS,-0.017868,0.009100000000000025,0.9404210526315789,0.045500000000000124,0.4929605263157895
M760,5.5e-05,1e-06,-0.25,0.08,0.036072,0.2417,nSEG,2,GNSS,-0.017072,-0.04169999999999999,0.8985263157894737,0.20849999999999994,0.5535131578947369
M761,5.5e-05,1e-06,0.0,0.03,0.037658,0.1386,nSEG,2,GNSS,-0.018657999999999998,0.06140000000000001,0.9819999999999999,0.30700000000000005,0.6445
M762,5.5e-05,1e-06,0.0,0.035,0.037571,0.1498,nSEG,2,GNSS,-0.018571,0.05020000000000002,0.977421052631579,0.2510000000000001,0.6142105263157895
M763,5.5e-05,1e-06,0.0,0.04,0.037371,0.1594,nSEG,2,GNSS,-0.018371000000000002,0.040600000000000025,0.9668947368421054,0.20300000000000012,0.5849473684210528
M764,5.5e-05,1e-06,0.0,0.05,0.037161,0.1783,nSEG,2,GNSS,-0.018161,0.021700000000000025,0.9558421052631579,0.10850000000000012,0.532171052631579
M765,5.5e-05,1e-06,0.0,0.08,0.036208,0.2247,nSEG,2,GNSS,-0.017207999999999998,-0.0247,0.9056842105263156,0.1235,0.5145921052631578
M766,5.5e-05,1e-06,0.25,0.03,0.03769,0.1311,nSEG,2,GNSS,-0.018690000000000002,0.06890000000000002,0.9836842105263159,0.3445000000000001,0.664092105263158
M767,5.5e-05,1e-06,0.25,0.035,0.037603,0.1415,nSEG,2,GNSS,-0.018602999999999998,0.058500000000000024,0.9791052631578947,0.2925000000000001,0.6358026315789473
M768,5.5e-05,1e-06,0.25,0.04,0.037528,0.1514,nSEG,2,GNSS,-0.018528,0.048600000000000004,0.9751578947368421,0.24300000000000002,0.609078947368421
M769,5.5e-05,1e-06,0.25,0.05,0.037237,0.1685,nSEG,2,GNSS,-0.018237,0.0315,0.9598421052631579,0.1575,0.558671052631579
M770,5.5e-05,1e-06,0.25,0.08,0.036291,0.2122,nSEG,2,GNSS,-0.017290999999999997,-0.012199999999999989,0.9100526315789472,0.06099999999999994,0.4855263157894736
M771,5.5e-05,1e-06,0.5,0.03,0.03771,0.1253,nSEG,2,GNSS,-0.01871,0.07470000000000002,0.9847368421052632,0.37350000000000005,0.6791184210526316
M772,5.5e-05,1e-06,0.5,0.035,0.037623,0.1352,nSEG,2,GNSS,-0.018622999999999997,0.06480000000000002,0.980157894736842,0.3240000000000001,0.6520789473684211
M773,5.5e-05,1e-06,0.5,0.04,0.037548,0.1445,nSEG,2,GNSS,-0.018548,0.05550000000000002,0.9762105263157894,0.2775000000000001,0.6268552631578947
M774,5.5e-05,1e-06,0.5,0.05,0.037289,0.1609,nSEG,2,GNSS,-0.018289000000000003,0.039100000000000024,0.9625789473684212,0.19550000000000012,0.5790394736842106
M775,5.5e-05,1e-06,0.5,0.08,0.036345,0.2026,nSEG,2,GNSS,-0.017345000000000003,-0.002599999999999991,0.9128947368421054,0.012999999999999956,0.46294736842105266
M776,5.5e-05,5.5e-06,-0.5,0.03,0.041297,0.1737,nSEG,2,GNSS,-0.022297,0.026300000000000018,1.1735263157894738,0.1315000000000001,0.652513157894737
M777,5.5e-05,5.5e-06,-0.5,0.035,0.041058,0.1871,nSEG,2,GNSS,-0.022057999999999998,0.012900000000000023,1.1609473684210525,0.06450000000000011,0.6127236842105264
M778,5.5e-05,5.5e-06,-0.5,0.04,0.040689,0.2008,nSEG,2,GNSS,-0.021689000000000003,-0.0007999999999999952,1.141526315789474,0.003999999999999976,0.572763157894737
M779,5.5e-05,5.5e-06,-0.5,0.05,0.039995,0.2234,nSEG,2,GNSS,-0.020995000000000003,-0.023399999999999976,1.1050000000000002,0.11699999999999988,0.611
M780,5.5e-05,5.5e-06,-0.5,0.08,0.039417,0.2795,nSEG,2,GNSS,-0.020417,-0.07950000000000002,1.074578947368421,0.3975000000000001,0.7360394736842106
M781,5.5e-05,5.5e-06,-0.25,0.03,0.041371,0.1566,nSEG,2,GNSS,-0.022371,0.04340000000000002,1.177421052631579,0.2170000000000001,0.6972105263157895
M782,5.5e-05,5.5e-06,-0.25,0.035,0.041292,0.1694,nSEG,2,GNSS,-0.022292000000000003,0.030600000000000016,1.173263157894737,0.15300000000000008,0.6631315789473685
M783,5.5e-05,5.5e-06,-0.25,0.04,0.041087,0.1806,nSEG,2,GNSS,-0.022087,0.0194,1.1624736842105263,0.097,0.6297368421052632
M784,5.5e-05,5.5e-06,-0.25,0.05,0.040793,0.2018,nSEG,2,GNSS,-0.021793000000000003,-0.001799999999999996,1.1470000000000002,0.00899999999999998,0.5780000000000001
M785,5.5e-05,5.5e-06,-0.25,0.08,0.039713,0.2524,nSEG,2,GNSS,-0.020713,-0.0524,1.090157894736842,0.262,0.676078947368421
M786,5.5e-05,5.5e-06,0.0,0.03,0.041415,0.1456,nSEG,2,GNSS,-0.022415,0.054400000000000004,1.1797368421052632,0.272,0.7258684210526316
M787,5.5e-05,5.5e-06,0.0,0.035,0.041336,0.1574,nSEG,2,GNSS,-0.022335999999999998,0.0426,1.175578947368421,0.213,0.6942894736842106
M788,5.5e-05,5.5e-06,0.0,0.04,0.041268,0.1685,nSEG,2,GNSS,-0.022268,0.0315,1.172,0.1575,0.66475
M789,5.5e-05,5.5e-06,0.0,0.05,0.040989,0.1879,nSEG,2,GNSS,-0.021988999999999998,0.0121,1.157315789473684,0.0605,0.608907894736842
M790,5.5e-05,5.5e-06,0.0,0.08,0.039817,0.2377,nSEG,2,GNSS,-0.020817,-0.037699999999999984,1.0956315789473683,0.18849999999999992,0.6420657894736841
M791,5.5e-05,5.5e-06,0.25,0.03,0.041441,0.1377,nSEG,2,GNSS,-0.022441,0.06230000000000002,1.1811052631578947,0.3115000000000001,0.7463026315789474
M792,5.5e-05,5.5e-06,0.25,0.035,0.041362,0.1487,nSEG,2,GNSS,-0.022362000000000003,0.05130000000000001,1.1769473684210527,0.25650000000000006,0.7167236842105265
M793,5.5e-05,5.5e-06,0.25,0.04,0.041294,0.1591,nSEG,2,GNSS,-0.022293999999999998,0.04090000000000002,1.1733684210526314,0.2045000000000001,0.6889342105263158
M794,5.5e-05,5.5e-06,0.25,0.05,0.041179,0.1783,nSEG,2,GNSS,-0.022179,0.021700000000000025,1.1673157894736843,0.10850000000000012,0.6379078947368422
M795,5.5e-05,5.5e-06,0.25,0.08,0.039894,0.2245,nSEG,2,GNSS,-0.020894,-0.024499999999999994,1.0996842105263158,0.12249999999999997,0.6110921052631579
M796,5.5e-05,5.5e-06,0.5,0.03,0.041458,0.1315,nSEG,2,GNSS,-0.022458000000000002,0.0685,1.1820000000000002,0.3425,0.7622500000000001
M797,5.5e-05,5.5e-06,0.5,0.035,0.041379,0.142,nSEG,2,GNSS,-0.022379,0.058000000000000024,1.1778421052631578,0.2900000000000001,0.7339210526315789
M798,5.5e-05,5.5e-06,0.5,0.04,0.041311,0.1519,nSEG,2,GNSS,-0.022311,0.048100000000000004,1.174263157894737,0.24050000000000002,0.7073815789473684
M799,5.5e-05,5.5e-06,0.5,0.05,0.041197,0.1701,nSEG,2,GNSS,-0.022196999999999998,0.02990000000000001,1.1682631578947367,0.14950000000000005,0.6588815789473683
M800,5.5e-05,5.5e-06,0.5,0.08,0.039945,0.2142,nSEG,2,GNSS,-0.020945000000000002,-0.01419999999999999,1.1023684210526317,0.07099999999999995,0.5866842105263158
M801,5.5e-05,1e-05,-0.5,0.03,0.044778,0.1812,nSEG,2,GNSS,-0.025778,0.01880000000000001,1.3567368421052632,0.09400000000000006,0.7253684210526317
M802,5.5e-05,1e-05,-0.5,0.035,0.044314,0.1962,nSEG,2,GNSS,-0.025314,0.003799999999999998,1.3323157894736841,0.01899999999999999,0.675657894736842
M803,5.5e-05,1e-05,-0.5,0.04,0.044148,0.2098,nSEG,2,GNSS,-0.025148,-0.009799999999999975,1.3235789473684212,0.04899999999999988,0.6862894736842106
M804,5.5e-05,1e-05,-0.5,0.05,0.043478,0.2302,nSEG,2,GNSS,-0.024478000000000003,-0.030199999999999977,1.2883157894736843,0.15099999999999988,0.719657894736842
M805,5.5e-05,1e-05,-0.5,0.08,0.042776,0.2918,nSEG,2,GNSS,-0.023776000000000002,-0.09179999999999999,1.2513684210526317,0.45899999999999996,0.8551842105263159
M806,5.5e-05,1e-05,-0.25,0.03,0.044841,0.1634,nSEG,2,GNSS,-0.025841,0.03660000000000002,1.3600526315789474,0.1830000000000001,0.7715263157894737
M807,5.5e-05,1e-05,-0.25,0.035,0.04477,0.1767,nSEG,2,GNSS,-0.025769999999999998,0.023300000000000015,1.3563157894736841,0.11650000000000008,0.7364078947368421
M808,5.5e-05,1e-05,-0.25,0.04,0.04435,0.1893,nSEG,2,GNSS,-0.02535,0.010700000000000015,1.3342105263157895,0.053500000000000075,0.6938552631578948
M809,5.5e-05,1e-05,-0.25,0.05,0.044079,0.2117,nSEG,2,GNSS,-0.025079,-0.011699999999999988,1.3199473684210528,0.05849999999999994,0.6892236842105264
M810,5.5e-05,1e-05,-0.25,0.08,0.043084,0.2634,nSEG,2,GNSS,-0.024083999999999998,-0.06340000000000001,1.267578947368421,0.31700000000000006,0.7922894736842105
M811,5.5e-05,1e-05,0.0,0.03,0.044876,0.1518,nSEG,2,GNSS,-0.025876,0.04820000000000002,1.3618947368421053,0.2410000000000001,0.8014473684210527
M812,5.5e-05,1e-05,0.0,0.035,0.044807,0.1642,nSEG,2,GNSS,-0.025807,0.0358,1.3582631578947368,0.179,0.7686315789473684
M813,5.5e-05,1e-05,0.0,0.04,0.044746,0.1757,nSEG,2,GNSS,-0.025746,0.024300000000000016,1.3550526315789475,0.12150000000000008,0.7382763157894738
M814,5.5e-05,1e-05,0.0,0.05,0.044245,0.1971,nSEG,2,GNSS,-0.025245,0.0029000000000000137,1.328684210526316,0.014500000000000068,0.6715921052631579
M815,5.5e-05,1e-05,0.0,0.08,0.043264,0.2449,nSEG,2,GNSS,-0.024263999999999997,-0.044899999999999995,1.2770526315789472,0.22449999999999998,0.7507763157894736
M816,5.5e-05,1e-05,0.25,0.03,0.044896,0.1435,nSEG,2,GNSS,-0.025896,0.05650000000000002,1.3629473684210527,0.2825000000000001,0.8227236842105263
M817,5.5e-05,1e-05,0.25,0.035,0.044827,0.1551,nSEG,2,GNSS,-0.025827,0.04490000000000002,1.3593157894736843,0.22450000000000012,0.7919078947368422
M818,5.5e-05,1e-05,0.25,0.04,0.044767,0.166,nSEG,2,GNSS,-0.025767,0.034,1.3561578947368422,0.17,0.7630789473684211
M819,5.5e-05,1e-05,0.25,0.05,0.044322,0.186,nSEG,2,GNSS,-0.025322,0.014000000000000012,1.3327368421052632,0.07000000000000006,0.7013684210526316
M820,5.5e-05,1e-05,0.25,0.08,0.043376,0.2313,nSEG,2,GNSS,-0.024376,-0.031299999999999994,1.2829473684210526,0.15649999999999997,0.7197236842105263
M821,5.5e-05,1e-05,0.5,0.03,0.044908,0.1371,nSEG,2,GNSS,-0.025907999999999997,0.06290000000000001,1.363578947368421,0.31450000000000006,0.8390394736842105
M822,5.5e-05,1e-05,0.5,0.035,0.044839,0.1481,nSEG,2,GNSS,-0.025838999999999997,0.0519,1.3599473684210526,0.2595,0.8097236842105263
M823,5.5e-05,1e-05,0.5,0.04,0.044778,0.1584,nSEG,2,GNSS,-0.025778,0.0416,1.3567368421052632,0.208,0.7823684210526316
M824,5.5e-05,1e-05,0.5,0.05,0.044678,0.1775,nSEG,2,GNSS,-0.025678000000000003,0.02250000000000002,1.3514736842105266,0.1125000000000001,0.7319868421052633
M825,5.5e-05,1e-05,0.5,0.08,0.043454,0.2208,nSEG,2,GNSS,-0.024454,-0.020799999999999985,1.2870526315789474,0.10399999999999993,0.6955263157894737
M826,5.5e-05,5.5e-05,-0.5,0.03,0.068561,0.2237,nSEG,2,GNSS,-0.049560999999999994,-0.0237,2.608473684210526,0.1185,1.363486842105263
M827,5.5e-05,5.5e-05,-0.5,0.035,0.068408,0.2422,nSEG,2,GNSS,-0.049407999999999994,-0.04219999999999999,2.6004210526315785,0.21099999999999994,1.4057105263157892
M828,5.5e-05,5.5e-05,-0.5,0.04,0.068215,0.2593,nSEG,2,GNSS,-0.049214999999999995,-0.059299999999999964,2.5902631578947366,0.2964999999999998,1.4433815789473683
M829,5.5e-05,5.5e-05,-0.5,0.05,0.067749,0.2901,nSEG,2,GNSS,-0.048749,-0.09010000000000001,2.565736842105263,0.45050000000000007,1.5081184210526315
M830,5.5e-05,5.5e-05,-0.5,0.08,0.06713,0.3691,nSEG,2,GNSS,-0.04812999999999999,-0.16909999999999997,2.5331578947368416,0.8454999999999998,1.6893289473684208
M831,5.5e-05,5.5e-05,-0.25,0.03,0.068757,0.2015,nSEG,2,GNSS,-0.049756999999999996,-0.0015000000000000013,2.6187894736842106,0.007500000000000007,1.3131447368421052
M832,5.5e-05,5.5e-05,-0.25,0.035,0.068585,0.2181,nSEG,2,GNSS,-0.04958499999999999,-0.018099999999999977,2.6097368421052627,0.09049999999999989,1.3501184210526314
M833,5.5e-05,5.5e-05,-0.25,0.04,0.068453,0.2337,nSEG,2,GNSS,-0.049453,-0.03369999999999998,2.6027894736842105,0.1684999999999999,1.3856447368421052
M834,5.5e-05,5.5e-05,-0.25,0.05,0.068164,0.262,nSEG,2,GNSS,-0.049164,-0.062,2.587578947368421,0.31,1.4487894736842106
M835,5.5e-05,5.5e-05,-0.25,0.08,0.067402,0.3327,nSEG,2,GNSS,-0.048402,-0.13269999999999998,2.5474736842105266,0.6634999999999999,1.6054868421052633
M836,5.5e-05,5.5e-05,0.0,0.03,0.068928,0.1874,nSEG,2,GNSS,-0.049928,0.0126,2.6277894736842105,0.063,1.3453947368421053
M837,5.5e-05,5.5e-05,0.0,0.035,0.068723,0.2025,nSEG,2,GNSS,-0.049723,-0.0025000000000000022,2.6170000000000004,0.012500000000000011,1.3147500000000003
M838,5.5e-05,5.5e-05,0.0,0.04,0.068571,0.2169,nSEG,2,GNSS,-0.04957099999999999,-0.0169,2.6089999999999995,0.08449999999999999,1.3467499999999997
M839,5.5e-05,5.5e-05,0.0,0.05,0.06835,0.2434,nSEG,2,GNSS,-0.04934999999999999,-0.043399999999999994,2.5973684210526313,0.21699999999999997,1.4071842105263157
M840,5.5e-05,5.5e-05,0.0,0.08,0.067558,0.309,nSEG,2,GNSS,-0.048558000000000004,-0.10899999999999999,2.5556842105263162,0.5449999999999999,1.550342105263158
M841,5.5e-05,5.5e-05,0.25,0.03,0.068983,0.177,nSEG,2,GNSS,-0.049983,0.02300000000000002,2.630684210526316,0.1150000000000001,1.372842105263158
M842,5.5e-05,5.5e-05,0.25,0.035,0.068873,0.1915,nSEG,2,GNSS,-0.049873,0.008500000000000008,2.6248947368421054,0.04250000000000004,1.3336973684210527
M843,5.5e-05,5.5e-05,0.25,0.04,0.068658,0.2048,nSEG,2,GNSS,-0.049657999999999994,-0.004799999999999999,2.613578947368421,0.023999999999999994,1.3187894736842105
M844,5.5e-05,5.5e-05,0.25,0.05,0.068436,0.2297,nSEG,2,GNSS,-0.049435999999999994,-0.029699999999999976,2.601894736842105,0.14849999999999988,1.3751973684210523
M845,5.5e-05,5.5e-05,0.25,0.08,0.067664,0.2917,nSEG,2,GNSS,-0.048664,-0.0917,2.5612631578947367,0.4585,1.5098815789473683
M846,5.5e-05,5.5e-05,0.5,0.03,0.069014,0.1689,nSEG,2,GNSS,-0.050014,0.031100000000000017,2.6323157894736844,0.15550000000000008,1.3939078947368422
M847,5.5e-05,5.5e-05,0.5,0.035,0.068917,0.1827,nSEG,2,GNSS,-0.049917,0.01730000000000001,2.62721052631579,0.08650000000000005,1.356855263157895
M848,5.5e-05,5.5e-05,0.5,0.04,0.06882,0.1957,nSEG,2,GNSS,-0.04982,0.004299999999999998,2.622105263157895,0.02149999999999999,1.3218026315789475
M849,5.5e-05,5.5e-05,0.5,0.05,0.068502,0.2191,nSEG,2,GNSS,-0.04950199999999999,-0.019099999999999978,2.6053684210526313,0.09549999999999989,1.3504342105263156
M850,5.5e-05,5.5e-05,0.5,0.08,0.067925,0.279,nSEG,2,GNSS,-0.048924999999999996,-0.07900000000000001,2.5749999999999997,0.3950000000000001,1.4849999999999999
M851,5.5e-05,0.0001,-0.5,0.03,0.083237,0.2476,nSEG,2,GNSS,-0.064237,-0.047599999999999976,3.3808947368421056,0.23799999999999988,1.8094473684210528
M852,5.5e-05,0.0001,-0.5,0.035,0.083055,0.2678,nSEG,2,GNSS,-0.064055,-0.06779999999999997,3.3713157894736843,0.33899999999999986,1.8551578947368421
M853,5.5e-05,0.0001,-0.5,0.04,0.082986,0.2871,nSEG,2,GNSS,-0.063986,-0.08710000000000001,3.367684210526316,0.43550000000000005,1.9015921052631581
M854,5.5e-05,0.0001,-0.5,0.05,0.082804,0.3223,nSEG,2,GNSS,-0.063804,-0.12229999999999996,3.3581052631578947,0.6114999999999998,1.9848026315789473
M855,5.5e-05,0.0001,-0.5,0.08,0.082273,0.4098,nSEG,2,GNSS,-0.063273,-0.2098,3.3301578947368418,1.049,2.189578947368421
M856,5.5e-05,0.0001,-0.25,0.03,0.083258,0.2226,nSEG,2,GNSS,-0.064258,-0.02259999999999998,3.3819999999999997,0.1129999999999999,1.7474999999999998
M857,5.5e-05,0.0001,-0.25,0.035,0.083222,0.2413,nSEG,2,GNSS,-0.064222,-0.041299999999999976,3.380105263157895,0.20649999999999988,1.7933026315789473
M858,5.5e-05,0.0001,-0.25,0.04,0.083206,0.2588,nSEG,2,GNSS,-0.064206,-0.05879999999999996,3.3792631578947367,0.2939999999999998,1.8366315789473684
M859,5.5e-05,0.0001,-0.25,0.05,0.082953,0.2901,nSEG,2,GNSS,-0.063953,-0.09010000000000001,3.3659473684210526,0.45050000000000007,1.9082236842105262
M860,5.5e-05,0.0001,-0.25,0.08,0.082499,0.3695,nSEG,2,GNSS,-0.063499,-0.16949999999999998,3.3420526315789476,0.8474999999999999,2.0947763157894737
M861,5.5e-05,0.0001,0.0,0.03,0.083267,0.2065,nSEG,2,GNSS,-0.06426699999999999,-0.006499999999999978,3.382473684210526,0.03249999999999989,1.707486842105263
M862,5.5e-05,0.0001,0.0,0.035,0.083234,0.2238,nSEG,2,GNSS,-0.064234,-0.023799999999999988,3.380736842105263,0.11899999999999994,1.7498684210526314
M863,5.5e-05,0.0001,0.0,0.04,0.083201,0.24,nSEG,2,GNSS,-0.064201,-0.03999999999999998,3.3789999999999996,0.1999999999999999,1.7894999999999996
M864,5.5e-05,0.0001,0.0,0.05,0.083007,0.2692,nSEG,2,GNSS,-0.064007,-0.06919999999999998,3.36878947368421,0.3459999999999999,1.857394736842105
M865,5.5e-05,0.0001,0.0,0.08,0.082556,0.3429,nSEG,2,GNSS,-0.063556,-0.14289999999999997,3.3450526315789477,0.7144999999999998,2.0297763157894737
